 Elapsed time	    ECG
       0:11.040	 -0.065
       0:11.050	 -0.065
       0:11.060	 -0.070
       0:11.070	 -0.080
       0:11.080	 -0.065
       0:11.090	 -0.075
       0:11.100	 -0.075
       0:11.110	 -0.080
       0:11.120	 -0.070
       0:11.130	 -0.080
       0:11.140	 -0.080
       0:11.150	 -0.085
       0:11.160	 -0.065
       0:11.170	 -0.080
       0:11.180	 -0.080
       0:11.190	 -0.090
       0:11.200	 -0.090
       0:11.210	 -0.075
       0:11.220	 -0.025
       0:11.230	  0.035
       0:11.240	  0.045
       0:11.250	  0.115
       0:11.260	  0.165
       0:11.270	  0.125
       0:11.280	  0.040
       0:11.290	 -0.015
       0:11.300	 -0.005
       0:11.310	 -0.135
       0:11.320	 -0.170
       0:11.330	 -0.185
       0:11.340	 -0.165
       0:11.350	 -0.180
       0:11.360	 -0.200
       0:11.370	  0.135
       0:11.380	  0.890
       0:11.390	  1.440
       0:11.400	  0.425
       0:11.410	 -0.470
       0:11.420	 -0.670
       0:11.430	 -0.455
       0:11.440	 -0.200
       0:11.450	 -0.155
       0:11.460	 -0.130
       0:11.470	 -0.140
       0:11.480	 -0.125
       0:11.490	 -0.130
       0:11.500	 -0.105
       0:11.510	 -0.110
       0:11.520	 -0.080
       0:11.530	 -0.060
       0:11.540	 -0.045
       0:11.550	 -0.030
       0:11.560	  0.005
       0:11.570	  0.015
       0:11.580	  0.045
       0:11.590	  0.085
       0:11.600	  0.110
       0:11.610	  0.140
       0:11.620	  0.180
       0:11.630	  0.205
       0:11.640	  0.215
       0:11.650	  0.215
       0:11.660	  0.235
       0:11.670	  0.225
       0:11.680	  0.225
       0:11.690	  0.190
       0:11.700	  0.160
       0:11.710	  0.125
       0:11.720	  0.070
       0:11.730	  0.035
       0:11.740	  0.015
       0:11.750	  0.010
       0:11.760	  0.005
       0:11.770	  0.005
       0:11.780	  0.000
       0:11.790	  0.005
       0:11.800	  0.010
       0:11.810	  0.005
       0:11.820	  0.005
       0:11.830	  0.010
       0:11.840	  0.000
       0:11.850	  0.005
       0:11.860	  0.000
       0:11.870	 -0.010
       0:11.880	 -0.015
       0:11.890	 -0.020
       0:11.900	 -0.015
       0:11.910	 -0.025
       0:11.920	 -0.030
       0:11.930	 -0.030
       0:11.940	 -0.040
       0:11.950	 -0.035
       0:11.960	 -0.035
       0:11.970	 -0.040
       0:11.980	 -0.045
       0:11.990	 -0.045
       0:12.000	 -0.050
       0:12.010	 -0.045
       0:12.020	 -0.055
       0:12.030	 -0.055
       0:12.040	 -0.060
       0:12.050	 -0.060
       0:12.060	 -0.065
       0:12.070	 -0.055
       0:12.080	 -0.065
       0:12.090	 -0.065
       0:12.100	 -0.065
       0:12.110	 -0.060
       0:12.120	 -0.060
       0:12.130	 -0.060
       0:12.140	 -0.070
       0:12.150	 -0.060
       0:12.160	 -0.080
       0:12.170	 -0.075
       0:12.180	 -0.075
       0:12.190	 -0.075
       0:12.200	 -0.080
       0:12.210	 -0.070
       0:12.220	 -0.065
       0:12.230	 -0.010
       0:12.240	  0.030
       0:12.250	  0.050
       0:12.260	  0.100
       0:12.270	  0.200
       0:12.280	  0.145
       0:12.290	  0.055
       0:12.300	 -0.005
       0:12.310	  0.000
       0:12.320	 -0.120
       0:12.330	 -0.160
       0:12.340	 -0.170
       0:12.350	 -0.160
       0:12.360	 -0.175
       0:12.370	 -0.210
       0:12.380	  0.125
       0:12.390	  0.835
       0:12.400	  1.350
       0:12.410	  0.530
       0:12.420	 -0.335
       0:12.430	 -0.675
       0:12.440	 -0.540
       0:12.450	 -0.250
       0:12.460	 -0.145
       0:12.470	 -0.145
       0:12.480	 -0.135
       0:12.490	 -0.115
       0:12.500	 -0.115
       0:12.510	 -0.090
       0:12.520	 -0.090
       0:12.530	 -0.075
       0:12.540	 -0.060
       0:12.550	 -0.025
       0:12.560	  0.000
       0:12.570	  0.030
       0:12.580	  0.040
       0:12.590	  0.080
       0:12.600	  0.095
       0:12.610	  0.130
       0:12.620	  0.160
       0:12.630	  0.205
       0:12.640	  0.210
       0:12.650	  0.220
       0:12.660	  0.225
       0:12.670	  0.250
       0:12.680	  0.250
       0:12.690	  0.230
       0:12.700	  0.195
       0:12.710	  0.170
       0:12.720	  0.115
       0:12.730	  0.075
       0:12.740	  0.050
       0:12.750	  0.035
       0:12.760	  0.005
       0:12.770	  0.015
       0:12.780	  0.030
       0:12.790	  0.025
       0:12.800	  0.020
       0:12.810	  0.020
       0:12.820	  0.030
       0:12.830	  0.020
       0:12.840	  0.035
       0:12.850	  0.015
       0:12.860	  0.005
       0:12.870	  0.005
       0:12.880	 -0.005
       0:12.890	 -0.005
       0:12.900	 -0.020
       0:12.910	 -0.010
       0:12.920	 -0.015
       0:12.930	 -0.035
       0:12.940	 -0.030
       0:12.950	 -0.025
       0:12.960	 -0.025
       0:12.970	 -0.025
       0:12.980	 -0.040
       0:12.990	 -0.040
       0:13.000	 -0.035
       0:13.010	 -0.030
       0:13.020	 -0.030
       0:13.030	 -0.040
       0:13.040	 -0.030
       0:13.050	 -0.040
       0:13.060	 -0.030
       0:13.070	 -0.035
       0:13.080	 -0.035
       0:13.090	 -0.045
       0:13.100	 -0.045
       0:13.110	 -0.065
       0:13.120	 -0.055
       0:13.130	 -0.060
       0:13.140	 -0.060
       0:13.150	 -0.075
       0:13.160	 -0.050
       0:13.170	 -0.060
       0:13.180	 -0.060
       0:13.190	 -0.065
       0:13.200	 -0.070
       0:13.210	 -0.040
       0:13.220	  0.010
       0:13.230	  0.055
       0:13.240	  0.075
       0:13.250	  0.180
       0:13.260	  0.185
       0:13.270	  0.100
       0:13.280	  0.025
       0:13.290	 -0.025
       0:13.300	 -0.055
       0:13.310	 -0.175
       0:13.320	 -0.165
       0:13.330	 -0.180
       0:13.340	 -0.170
       0:13.350	 -0.220
       0:13.360	 -0.100
       0:13.370	  0.365
       0:13.380	  1.095
       0:13.390	  1.450
       0:13.400	  0.065
       0:13.410	 -0.665
       0:13.420	 -0.670
       0:13.430	 -0.435
       0:13.440	 -0.185
       0:13.450	 -0.170
       0:13.460	 -0.150
       0:13.470	 -0.155
       0:13.480	 -0.130
       0:13.490	 -0.120
       0:13.500	 -0.095
       0:13.510	 -0.105
       0:13.520	 -0.070
       0:13.530	 -0.055
       0:13.540	 -0.025
       0:13.550	 -0.005
       0:13.560	  0.035
       0:13.570	  0.040
       0:13.580	  0.085
       0:13.590	  0.120
       0:13.600	  0.165
       0:13.610	  0.190
       0:13.620	  0.220
       0:13.630	  0.235
       0:13.640	  0.250
       0:13.650	  0.255
       0:13.660	  0.260
       0:13.670	  0.245
       0:13.680	  0.215
       0:13.690	  0.180
       0:13.700	  0.140
       0:13.710	  0.095
       0:13.720	  0.060
       0:13.730	  0.030
       0:13.740	  0.015
       0:13.750	  0.010
       0:13.760	  0.010
       0:13.770	  0.010
       0:13.780	  0.000
       0:13.790	  0.005
       0:13.800	  0.010
       0:13.810	  0.015
       0:13.820	  0.000
       0:13.830	  0.005
       0:13.840	  0.000
       0:13.850	  0.000
       0:13.860	 -0.020
       0:13.870	 -0.025
       0:13.880	 -0.015
       0:13.890	 -0.015
       0:13.900	 -0.015
       0:13.910	 -0.030
       0:13.920	 -0.040
       0:13.930	 -0.035
       0:13.940	 -0.045
       0:13.950	 -0.040
       0:13.960	 -0.040
       0:13.970	 -0.045
       0:13.980	 -0.050
       0:13.990	 -0.040
       0:14.000	 -0.050
       0:14.010	 -0.050
       0:14.020	 -0.050
       0:14.030	 -0.055
       0:14.040	 -0.060
       0:14.050	 -0.050
       0:14.060	 -0.065
       0:14.070	 -0.055
       0:14.080	 -0.075
       0:14.090	 -0.055
       0:14.100	 -0.075
       0:14.110	 -0.055
       0:14.120	 -0.075
       0:14.130	 -0.065
       0:14.140	 -0.070
       0:14.150	 -0.075
       0:14.160	 -0.100
       0:14.170	 -0.070
       0:14.180	 -0.045
       0:14.190	  0.010
       0:14.200	  0.050
       0:14.210	  0.065
       0:14.220	  0.170
       0:14.230	  0.155
       0:14.240	  0.085
       0:14.250	  0.035
       0:14.260	 -0.020
       0:14.270	 -0.030
       0:14.280	 -0.160
       0:14.290	 -0.165
       0:14.300	 -0.190
       0:14.310	 -0.165
       0:14.320	 -0.205
       0:14.330	 -0.120
       0:14.340	  0.310
       0:14.350	  1.150
       0:14.360	  1.590
       0:14.370	  0.070
       0:14.380	 -0.685
       0:14.390	 -0.615
       0:14.400	 -0.385
       0:14.410	 -0.160
       0:14.420	 -0.175
       0:14.430	 -0.140
       0:14.440	 -0.150
       0:14.450	 -0.135
       0:14.460	 -0.140
       0:14.470	 -0.120
       0:14.480	 -0.115
       0:14.490	 -0.085
       0:14.500	 -0.080
       0:14.510	 -0.045
       0:14.520	 -0.030
       0:14.530	  0.005
       0:14.540	  0.020
       0:14.550	  0.055
       0:14.560	  0.085
       0:14.570	  0.145
       0:14.580	  0.175
       0:14.590	  0.205
       0:14.600	  0.215
       0:14.610	  0.235
       0:14.620	  0.240
       0:14.630	  0.245
       0:14.640	  0.235
       0:14.650	  0.215
       0:14.660	  0.180
       0:14.670	  0.145
       0:14.680	  0.095
       0:14.690	  0.055
       0:14.700	  0.015
       0:14.710	  0.010
       0:14.720	 -0.015
       0:14.730	 -0.010
       0:14.740	 -0.010
       0:14.750	 -0.010
       0:14.760	 -0.015
       0:14.770	 -0.005
       0:14.780	  0.000
       0:14.790	  0.000
       0:14.800	 -0.005
       0:14.810	 -0.015
       0:14.820	 -0.015
       0:14.830	 -0.020
       0:14.840	 -0.025
       0:14.850	 -0.040
       0:14.860	 -0.055
       0:14.870	 -0.050
       0:14.880	 -0.055
       0:14.890	 -0.050
       0:14.900	 -0.070
       0:14.910	 -0.070
       0:14.920	 -0.070
       0:14.930	 -0.080
       0:14.940	 -0.070
       0:14.950	 -0.075
       0:14.960	 -0.075
       0:14.970	 -0.080
       0:14.980	 -0.075
       0:14.990	 -0.085
       0:15.000	 -0.075
       0:15.010	 -0.075
       0:15.020	 -0.075
       0:15.030	 -0.080
       0:15.040	 -0.085
       0:15.050	 -0.090
       0:15.060	 -0.075
       0:15.070	 -0.080
       0:15.080	 -0.075
       0:15.090	 -0.100
       0:15.100	 -0.095
       0:15.110	 -0.080
       0:15.120	 -0.085
       0:15.130	 -0.075
       0:15.140	 -0.025
       0:15.150	  0.030
       0:15.160	  0.020
       0:15.170	  0.085
       0:15.180	  0.150
       0:15.190	  0.105
       0:15.200	  0.025
       0:15.210	 -0.040
       0:15.220	 -0.035
       0:15.230	 -0.150
       0:15.240	 -0.200
       0:15.250	 -0.210
       0:15.260	 -0.195
       0:15.270	 -0.195
       0:15.280	 -0.225
       0:15.290	  0.095
       0:15.300	  0.835
       0:15.310	  1.390
       0:15.320	  0.585
       0:15.330	 -0.350
       0:15.340	 -0.685
       0:15.350	 -0.505
       0:15.360	 -0.235
       0:15.370	 -0.160
       0:15.380	 -0.150
       0:15.390	 -0.150
       0:15.400	 -0.135
       0:15.410	 -0.140
       0:15.420	 -0.120
       0:15.430	 -0.100
       0:15.440	 -0.075
       0:15.450	 -0.060
       0:15.460	 -0.035
       0:15.470	 -0.015
       0:15.480	  0.010
       0:15.490	  0.035
       0:15.500	  0.070
       0:15.510	  0.100
       0:15.520	  0.140
       0:15.530	  0.170
       0:15.540	  0.210
       0:15.550	  0.230
       0:15.560	  0.250
       0:15.570	  0.260
       0:15.580	  0.260
       0:15.590	  0.260
       0:15.600	  0.235
       0:15.610	  0.200
       0:15.620	  0.155
       0:15.630	  0.115
       0:15.640	  0.070
       0:15.650	  0.035
       0:15.660	  0.010
       0:15.670	  0.010
       0:15.680	  0.000
       0:15.690	  0.000
       0:15.700	 -0.005
       0:15.710	  0.000
       0:15.720	  0.000
       0:15.730	  0.000
       0:15.740	  0.000
       0:15.750	  0.000
       0:15.760	  0.000
       0:15.770	  0.000
       0:15.780	 -0.010
       0:15.790	 -0.010
       0:15.800	 -0.015
       0:15.810	 -0.025
       0:15.820	 -0.030
       0:15.830	 -0.040
       0:15.840	 -0.045
       0:15.850	 -0.055
       0:15.860	 -0.055
       0:15.870	 -0.060
       0:15.880	 -0.060
       0:15.890	 -0.065
       0:15.900	 -0.065
       0:15.910	 -0.065
       0:15.920	 -0.060
       0:15.930	 -0.065
       0:15.940	 -0.065
       0:15.950	 -0.080
       0:15.960	 -0.075
       0:15.970	 -0.080
       0:15.980	 -0.070
       0:15.990	 -0.085
       0:16.000	 -0.070
       0:16.010	 -0.085
       0:16.020	 -0.070
       0:16.030	 -0.085
       0:16.040	 -0.070
       0:16.050	 -0.090
       0:16.060	 -0.080
       0:16.070	 -0.090
       0:16.080	 -0.075
       0:16.090	 -0.095
       0:16.100	 -0.080
       0:16.110	 -0.055
       0:16.120	  0.005
       0:16.130	  0.040
       0:16.140	  0.040
       0:16.150	  0.150
       0:16.160	  0.140
       0:16.170	  0.065
       0:16.180	  0.005
       0:16.190	 -0.045
       0:16.200	 -0.055
       0:16.210	 -0.190
       0:16.220	 -0.190
       0:16.230	 -0.210
       0:16.240	 -0.180
       0:16.250	 -0.205
       0:16.260	 -0.160
       0:16.270	  0.255
       0:16.280	  1.150
       0:16.290	  1.640
       0:16.300	  0.005
       0:16.310	 -0.720
       0:16.320	 -0.590
       0:16.330	 -0.365
       0:16.340	 -0.155
       0:16.350	 -0.180
       0:16.360	 -0.145
       0:16.370	 -0.155
       0:16.380	 -0.125
       0:16.390	 -0.130
       0:16.400	 -0.095
       0:16.410	 -0.095
       0:16.420	 -0.060
       0:16.430	 -0.055
       0:16.440	 -0.015
       0:16.450	 -0.005
       0:16.460	  0.025
       0:16.470	  0.045
       0:16.480	  0.085
       0:16.490	  0.115
       0:16.500	  0.165
       0:16.510	  0.205
       0:16.520	  0.245
       0:16.530	  0.250
       0:16.540	  0.260
       0:16.550	  0.255
       0:16.560	  0.250
       0:16.570	  0.250
       0:16.580	  0.230
       0:16.590	  0.185
       0:16.600	  0.145
       0:16.610	  0.105
       0:16.620	  0.060
       0:16.630	  0.025
       0:16.640	  0.005
       0:16.650	  0.000
       0:16.660	 -0.010
       0:16.670	  0.000
       0:16.680	  0.000
       0:16.690	  0.000
       0:16.700	  0.000
       0:16.710	  0.000
       0:16.720	  0.000
       0:16.730	  0.005
       0:16.740	  0.000
       0:16.750	 -0.005
       0:16.760	 -0.005
       0:16.770	 -0.010
       0:16.780	 -0.015
       0:16.790	 -0.020
       0:16.800	 -0.025
       0:16.810	 -0.035
       0:16.820	 -0.045
       0:16.830	 -0.035
       0:16.840	 -0.050
       0:16.850	 -0.050
       0:16.860	 -0.055
       0:16.870	 -0.055
       0:16.880	 -0.060
       0:16.890	 -0.055
       0:16.900	 -0.060
       0:16.910	 -0.065
       0:16.920	 -0.065
       0:16.930	 -0.060
       0:16.940	 -0.060
       0:16.950	 -0.050
       0:16.960	 -0.070
       0:16.970	 -0.060
       0:16.980	 -0.065
       0:16.990	 -0.055
       0:17.000	 -0.070
       0:17.010	 -0.060
       0:17.020	 -0.080
       0:17.030	 -0.065
       0:17.040	 -0.080
       0:17.050	 -0.080
       0:17.060	 -0.085
       0:17.070	 -0.075
       0:17.080	 -0.085
       0:17.090	 -0.075
       0:17.100	 -0.090
       0:17.110	 -0.080
       0:17.120	 -0.045
       0:17.130	  0.000
       0:17.140	  0.040
       0:17.150	  0.070
       0:17.160	  0.180
       0:17.170	  0.145
       0:17.180	  0.050
       0:17.190	  0.000
       0:17.200	 -0.035
       0:17.210	 -0.085
       0:17.220	 -0.185
       0:17.230	 -0.185
       0:17.240	 -0.190
       0:17.250	 -0.170
       0:17.260	 -0.225
       0:17.270	 -0.025
       0:17.280	  0.500
       0:17.290	  1.130
       0:17.300	  1.185
       0:17.310	 -0.070
       0:17.320	 -0.700
       0:17.330	 -0.620
       0:17.340	 -0.355
       0:17.350	 -0.150
       0:17.360	 -0.160
       0:17.370	 -0.140
       0:17.380	 -0.145
       0:17.390	 -0.120
       0:17.400	 -0.115
       0:17.410	 -0.095
       0:17.420	 -0.085
       0:17.430	 -0.075
       0:17.440	 -0.065
       0:17.450	 -0.030
       0:17.460	 -0.015
       0:17.470	  0.010
       0:17.480	  0.030
       0:17.490	  0.080
       0:17.500	  0.100
       0:17.510	  0.140
       0:17.520	  0.170
       0:17.530	  0.215
       0:17.540	  0.230
       0:17.550	  0.245
       0:17.560	  0.245
       0:17.570	  0.260
       0:17.580	  0.240
       0:17.590	  0.225
       0:17.600	  0.180
       0:17.610	  0.160
       0:17.620	  0.115
       0:17.630	  0.065
       0:17.640	  0.045
       0:17.650	  0.045
       0:17.660	  0.015
       0:17.670	  0.000
       0:17.680	  0.005
       0:17.690	  0.005
       0:17.700	  0.010
       0:17.710	  0.000
       0:17.720	  0.000
       0:17.730	 -0.005
       0:17.740	 -0.005
       0:17.750	 -0.010
       0:17.760	 -0.020
       0:17.770	 -0.030
       0:17.780	 -0.030
       0:17.790	 -0.025
       0:17.800	 -0.040
       0:17.810	 -0.030
       0:17.820	 -0.060
       0:17.830	 -0.050
       0:17.840	 -0.045
       0:17.850	 -0.045
       0:17.860	 -0.055
       0:17.870	 -0.060
       0:17.880	 -0.055
       0:17.890	 -0.065
       0:17.900	 -0.065
       0:17.910	 -0.060
       0:17.920	 -0.055
       0:17.930	 -0.060
       0:17.940	 -0.070
       0:17.950	 -0.055
       0:17.960	 -0.075
       0:17.970	 -0.060
       0:17.980	 -0.075
       0:17.990	 -0.075
       0:18.000	 -0.080
       0:18.010	 -0.080
       0:18.020	 -0.090
       0:18.030	 -0.080
       0:18.040	 -0.090
       0:18.050	 -0.070
       0:18.060	 -0.070
       0:18.070	 -0.020
       0:18.080	  0.025
       0:18.090	  0.045
       0:18.100	  0.100
       0:18.110	  0.185
       0:18.120	  0.130
       0:18.130	  0.040
       0:18.140	 -0.030
       0:18.150	 -0.020
       0:18.160	 -0.130
       0:18.170	 -0.155
       0:18.180	 -0.170
       0:18.190	 -0.165
       0:18.200	 -0.180
       0:18.210	 -0.200
       0:18.220	  0.145
       0:18.230	  0.845
       0:18.240	  1.350
       0:18.250	  0.575
       0:18.260	 -0.295
       0:18.270	 -0.665
       0:18.280	 -0.545
       0:18.290	 -0.275
       0:18.300	 -0.160
       0:18.310	 -0.150
       0:18.320	 -0.145
       0:18.330	 -0.135
       0:18.340	 -0.140
       0:18.350	 -0.125
       0:18.360	 -0.105
       0:18.370	 -0.085
       0:18.380	 -0.070
       0:18.390	 -0.055
       0:18.400	 -0.040
       0:18.410	  0.000
       0:18.420	  0.020
       0:18.430	  0.065
       0:18.440	  0.065
       0:18.450	  0.105
       0:18.460	  0.140
       0:18.470	  0.190
       0:18.480	  0.195
       0:18.490	  0.225
       0:18.500	  0.220
       0:18.510	  0.220
       0:18.520	  0.230
       0:18.530	  0.215
       0:18.540	  0.175
       0:18.550	  0.135
       0:18.560	  0.090
       0:18.570	  0.050
       0:18.580	  0.025
       0:18.590	  0.010
       0:18.600	 -0.005
       0:18.610	 -0.015
       0:18.620	 -0.010
       0:18.630	  0.000
       0:18.640	  0.000
       0:18.650	  0.000
       0:18.660	  0.000
       0:18.670	  0.000
       0:18.680	  0.000
       0:18.690	 -0.005
       0:18.700	  0.000
       0:18.710	 -0.025
       0:18.720	 -0.025
       0:18.730	 -0.025
       0:18.740	 -0.025
       0:18.750	 -0.030
       0:18.760	 -0.050
       0:18.770	 -0.035
       0:18.780	 -0.050
       0:18.790	 -0.045
       0:18.800	 -0.055
       0:18.810	 -0.050
       0:18.820	 -0.055
       0:18.830	 -0.055
       0:18.840	 -0.080
       0:18.850	 -0.050
       0:18.860	 -0.065
       0:18.870	 -0.050
       0:18.880	 -0.080
       0:18.890	 -0.075
       0:18.900	 -0.075
       0:18.910	 -0.075
       0:18.920	 -0.085
       0:18.930	 -0.060
       0:18.940	 -0.080
       0:18.950	 -0.085
       0:18.960	 -0.075
       0:18.970	 -0.020
       0:18.980	  0.020
       0:18.990	  0.045
       0:19.000	  0.125
       0:19.010	  0.165
       0:19.020	  0.115
       0:19.030	  0.020
       0:19.040	 -0.045
       0:19.050	 -0.040
       0:19.060	 -0.165
       0:19.070	 -0.185
       0:19.080	 -0.210
       0:19.090	 -0.180
       0:19.100	 -0.205
       0:19.110	 -0.210
       0:19.120	  0.160
       0:19.130	  0.950
       0:19.140	  1.475
       0:19.150	  0.375
       0:19.160	 -0.450
       0:19.170	 -0.700
       0:19.180	 -0.525
       0:19.190	 -0.250
       0:19.200	 -0.170
       0:19.210	 -0.165
       0:19.220	 -0.165
       0:19.230	 -0.135
       0:19.240	 -0.135
       0:19.250	 -0.110
       0:19.260	 -0.115
       0:19.270	 -0.085
       0:19.280	 -0.080
       0:19.290	 -0.045
       0:19.300	 -0.035
       0:19.310	  0.010
       0:19.320	  0.020
       0:19.330	  0.040
       0:19.340	  0.090
       0:19.350	  0.130
       0:19.360	  0.170
       0:19.370	  0.205
       0:19.380	  0.210
       0:19.390	  0.250
       0:19.400	  0.235
       0:19.410	  0.250
       0:19.420	  0.225
       0:19.430	  0.225
       0:19.440	  0.170
       0:19.450	  0.125
       0:19.460	  0.100
       0:19.470	  0.035
       0:19.480	  0.010
       0:19.490	 -0.015
       0:19.500	 -0.020
       0:19.510	 -0.035
       0:19.520	 -0.025
       0:19.530	 -0.030
       0:19.540	 -0.030
       0:19.550	 -0.030
       0:19.560	 -0.035
       0:19.570	 -0.045
       0:19.580	 -0.040
       0:19.590	 -0.035
       0:19.600	 -0.040
       0:19.610	 -0.055
       0:19.620	 -0.050
       0:19.630	 -0.040
       0:19.640	 -0.070
       0:19.650	 -0.060
       0:19.660	 -0.065
       0:19.670	 -0.060
       0:19.680	 -0.095
       0:19.690	 -0.095
       0:19.700	 -0.100
       0:19.710	 -0.065
       0:19.720	 -0.095
       0:19.730	 -0.115
       0:19.740	 -0.090
       0:19.750	 -0.085
       0:19.760	 -0.120
       0:19.770	 -0.080
       0:19.780	 -0.125
       0:19.790	 -0.115
       0:19.800	 -0.105
       0:19.810	 -0.085
       0:19.820	 -0.065
       0:19.830	  0.010
       0:19.840	  0.040
       0:19.850	  0.060
       0:19.860	  0.195
       0:19.870	  0.155
       0:19.880	  0.075
       0:19.890	  0.000
       0:19.900	 -0.035
       0:19.910	 -0.090
       0:19.920	 -0.185
       0:19.930	 -0.180
       0:19.940	 -0.190
       0:19.950	 -0.170
       0:19.960	 -0.235
       0:19.970	 -0.080
       0:19.980	  0.445
       0:19.990	  1.180
       0:20.000	  1.415
       0:20.010	  0.040
       0:20.020	 -0.710
       0:20.030	 -0.675
       0:20.040	 -0.410
       0:20.050	 -0.165
       0:20.060	 -0.175
       0:20.070	 -0.140
       0:20.080	 -0.130
       0:20.090	 -0.110
       0:20.100	 -0.120
       0:20.110	 -0.100
       0:20.120	 -0.085
       0:20.130	 -0.055
       0:20.140	 -0.045
       0:20.150	 -0.015
       0:20.160	 -0.005
       0:20.170	  0.025
       0:20.180	  0.055
       0:20.190	  0.100
       0:20.200	  0.130
       0:20.210	  0.175
       0:20.220	  0.185
       0:20.230	  0.235
       0:20.240	  0.250
       0:20.250	  0.265
       0:20.260	  0.265
       0:20.270	  0.270
       0:20.280	  0.255
       0:20.290	  0.215
       0:20.300	  0.170
       0:20.310	  0.110
       0:20.320	  0.060
       0:20.330	  0.040
       0:20.340	  0.000
       0:20.350	 -0.010
       0:20.360	 -0.025
       0:20.370	 -0.020
       0:20.380	 -0.030
       0:20.390	 -0.040
       0:20.400	 -0.040
       0:20.410	 -0.030
       0:20.420	 -0.020
       0:20.430	 -0.030
       0:20.440	 -0.035
       0:20.450	 -0.035
       0:20.460	 -0.040
       0:20.470	 -0.055
       0:20.480	 -0.045
       0:20.490	 -0.065
       0:20.500	 -0.065
       0:20.510	 -0.075
       0:20.520	 -0.070
       0:20.530	 -0.080
       0:20.540	 -0.080
       0:20.550	 -0.090
       0:20.560	 -0.080
       0:20.570	 -0.090
       0:20.580	 -0.095
       0:20.590	 -0.100
       0:20.600	 -0.095
       0:20.610	 -0.100
       0:20.620	 -0.100
       0:20.630	 -0.110
       0:20.640	 -0.105
       0:20.650	 -0.110
       0:20.660	 -0.105
       0:20.670	 -0.090
       0:20.680	 -0.025
       0:20.690	  0.030
       0:20.700	  0.015
       0:20.710	  0.095
       0:20.720	  0.130
       0:20.730	  0.085
       0:20.740	  0.005
       0:20.750	 -0.050
       0:20.760	 -0.060
       0:20.770	 -0.175
       0:20.780	 -0.210
       0:20.790	 -0.210
       0:20.800	 -0.205
       0:20.810	 -0.210
       0:20.820	 -0.245
       0:20.830	  0.065
       0:20.840	  0.890
       0:20.850	  1.575
       0:20.860	  0.785
       0:20.870	 -0.380
       0:20.880	 -0.715
       0:20.890	 -0.475
       0:20.900	 -0.225
       0:20.910	 -0.180
       0:20.920	 -0.175
       0:20.930	 -0.165
       0:20.940	 -0.155
       0:20.950	 -0.145
       0:20.960	 -0.125
       0:20.970	 -0.115
       0:20.980	 -0.090
       0:20.990	 -0.075
       0:21.000	 -0.045
       0:21.010	 -0.020
       0:21.020	  0.000
       0:21.030	  0.035
       0:21.040	  0.070
       0:21.050	  0.110
       0:21.060	  0.150
       0:21.070	  0.190
       0:21.080	  0.230
       0:21.090	  0.260
       0:21.100	  0.270
       0:21.110	  0.275
       0:21.120	  0.280
       0:21.130	  0.270
       0:21.140	  0.240
       0:21.150	  0.195
       0:21.160	  0.145
       0:21.170	  0.095
       0:21.180	  0.055
       0:21.190	  0.025
       0:21.200	  0.000
       0:21.210	 -0.005
       0:21.220	 -0.010
       0:21.230	 -0.010
       0:21.240	 -0.005
       0:21.250	 -0.005
       0:21.260	 -0.005
       0:21.270	  0.000
       0:21.280	  0.000
       0:21.290	  0.000
       0:21.300	  0.000
       0:21.310	 -0.010
       0:21.320	 -0.015
       0:21.330	 -0.020
       0:21.340	 -0.025
       0:21.350	 -0.035
       0:21.360	 -0.040
       0:21.370	 -0.050
       0:21.380	 -0.055
       0:21.390	 -0.060
       0:21.400	 -0.065
       0:21.410	 -0.065
       0:21.420	 -0.065
       0:21.430	 -0.065
       0:21.440	 -0.075
       0:21.450	 -0.065
       0:21.460	 -0.075
       0:21.470	 -0.075
       0:21.480	 -0.075
       0:21.490	 -0.075
       0:21.500	 -0.080
       0:21.510	 -0.075
       0:21.520	 -0.085
       0:21.530	 -0.070
       0:21.540	 -0.080
       0:21.550	 -0.070
       0:21.560	 -0.080
       0:21.570	 -0.080
       0:21.580	 -0.090
       0:21.590	 -0.080
       0:21.600	 -0.090
       0:21.610	 -0.080
       0:21.620	 -0.095
       0:21.630	 -0.085
       0:21.640	 -0.060
       0:21.650	 -0.010
       0:21.660	  0.035
       0:21.670	  0.030
       0:21.680	  0.125
       0:21.690	  0.140
       0:21.700	  0.090
       0:21.710	  0.015
       0:21.720	 -0.030
       0:21.730	 -0.035
       0:21.740	 -0.160
       0:21.750	 -0.185
       0:21.760	 -0.185
       0:21.770	 -0.150
       0:21.780	 -0.185
       0:21.790	 -0.195
       0:21.800	  0.150
       0:21.810	  1.065
       0:21.820	  1.715
       0:21.830	  0.380
       0:21.840	 -0.620
       0:21.850	 -0.630
       0:21.860	 -0.390
       0:21.870	 -0.160
       0:21.880	 -0.165
       0:21.890	 -0.150
       0:21.900	 -0.160
       0:21.910	 -0.135
       0:21.920	 -0.135
       0:21.930	 -0.130
       0:21.940	 -0.110
       0:21.950	 -0.085
       0:21.960	 -0.070
       0:21.970	 -0.035
       0:21.980	 -0.025
       0:21.990	  0.000
       0:22.000	  0.030
       0:22.010	  0.085
       0:22.020	  0.095
       0:22.030	  0.150
       0:22.040	  0.175
       0:22.050	  0.225
       0:22.060	  0.240
       0:22.070	  0.255
       0:22.080	  0.275
       0:22.090	  0.275
       0:22.100	  0.265
       0:22.110	  0.260
