   Elapsed time	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
       0:02.459	  2.203	  1.902	 -2.908	 -3.464	  1.186	 -0.824	  1.029	 -0.101	 -0.562	  0.693	  2.745	-107.082
       0:02.463	  2.183	  1.905	 -2.886	 -3.454	  1.163	 -0.810	  1.036	 -0.088	 -0.542	  0.709	  2.752	-107.082
       0:02.467	  2.160	  1.895	 -2.873	 -3.438	  1.147	 -0.807	  1.029	 -0.075	 -0.526	  0.725	  2.761	-107.082
       0:02.471	  2.186	  1.905	 -2.889	 -3.458	  1.167	 -0.810	  1.020	 -0.065	 -0.513	  0.732	  2.755	-107.082
       0:02.475	  2.216	  1.928	 -2.895	 -3.484	  1.186	 -0.804	  1.023	 -0.039	 -0.484	  0.755	  2.748	-107.082
       0:02.479	  2.248	  1.948	 -2.908	 -3.510	  1.209	 -0.801	  1.039	 -0.013	 -0.458	  0.778	  2.748	-107.082
       0:02.482	  2.242	  1.925	 -2.925	 -3.493	  1.212	 -0.820	  1.042	 -0.003	 -0.448	  0.784	  2.739	-107.082
       0:02.486	  2.206	  1.902	 -2.912	 -3.464	  1.190	 -0.824	  1.049	  0.007	 -0.435	  0.791	  2.732	-107.082
       0:02.490	  2.196	  1.912	 -2.892	 -3.464	  1.173	 -0.810	  1.052	  0.023	 -0.415	  0.807	  2.745	-107.082
       0:02.494	  2.203	  1.918	 -2.892	 -3.471	  1.176	 -0.807	  1.056	  0.046	 -0.386	  0.830	  2.755	-107.082
       0:02.498	  2.222	  1.928	 -2.902	 -3.487	  1.193	 -0.807	  1.049	  0.062	 -0.369	  0.843	  2.742	-107.082
       0:02.502	  2.235	  1.944	 -2.899	 -3.500	  1.196	 -0.797	  1.056	  0.078	 -0.356	  0.850	  2.742	-107.082
       0:02.506	  2.222	  1.951	 -2.879	 -3.497	  1.180	 -0.784	  1.059	  0.085	 -0.350	  0.856	  2.745	-107.082
       0:02.510	  2.235	  1.954	 -2.889	 -3.507	  1.193	 -0.788	  1.052	  0.078	 -0.353	  0.850	  2.742	-107.082
       0:02.514	  2.248	  1.941	 -2.915	 -3.507	  1.212	 -0.807	  1.042	  0.062	 -0.376	  0.830	  2.722	-107.082
       0:02.518	  2.239	  1.931	 -2.915	 -3.497	  1.206	 -0.810	  1.033	  0.046	 -0.399	  0.807	  2.735	-107.082
       0:02.521	  2.232	  1.944	 -2.895	 -3.500	  1.193	 -0.794	  1.020	  0.016	 -0.428	  0.791	  2.758	-107.082
       0:02.525	  2.275	  1.954	 -2.928	 -3.526	  1.232	 -0.807	  0.997	 -0.026	 -0.477	  0.748	  2.755	-107.082
       0:02.529	  2.284	  1.954	 -2.938	 -3.529	  1.242	 -0.810	  0.977	 -0.075	 -0.536	  0.696	  2.739	-107.082
       0:02.533	  2.232	  1.915	 -2.925	 -3.484	  1.209	 -0.824	  0.971	 -0.121	 -0.598	  0.641	  2.722	-107.082
       0:02.537	  2.212	  1.873	 -2.948	 -3.454	  1.209	 -0.856	  0.961	 -0.160	 -0.650	  0.592	  2.696	-107.082
       0:02.541	  2.239	  1.873	 -2.974	 -3.467	  1.235	 -0.869	  0.964	 -0.180	 -0.680	  0.565	  2.693	-107.082
       0:02.545	  2.216	  1.827	 -2.997	 -3.431	  1.235	 -0.905	  0.967	 -0.203	 -0.719	  0.526	  2.663	-107.082
       0:02.549	  2.203	  1.804	 -3.007	 -3.415	  1.235	 -0.922	  0.958	 -0.232	 -0.758	  0.490	  2.631	-107.082
       0:02.553	  2.239	  1.827	 -3.020	 -3.444	  1.258	 -0.915	  0.967	 -0.235	 -0.768	  0.480	  2.627	-107.082
       0:02.556	  2.278	  1.840	 -3.046	 -3.471	  1.291	 -0.922	  0.974	 -0.239	 -0.778	  0.474	  2.624	-107.082
       0:02.560	  2.304	  1.843	 -3.069	 -3.484	  1.317	 -0.931	  0.980	 -0.248	 -0.794	  0.454	  2.611	-107.082
       0:02.564	  2.275	  1.801	 -3.082	 -3.448	  1.307	 -0.961	  0.974	 -0.268	 -0.814	  0.431	  2.605	-107.082
       0:02.568	  2.242	  1.771	 -3.078	 -3.418	  1.291	 -0.974	  0.974	 -0.271	 -0.820	  0.425	  2.608	-107.082
       0:02.572	  2.219	  1.784	 -3.042	 -3.412	  1.261	 -0.948	  0.987	 -0.268	 -0.820	  0.428	  2.624	-107.082
       0:02.576	  2.235	  1.804	 -3.039	 -3.431	  1.268	 -0.938	  0.980	 -0.281	 -0.830	  0.415	  2.624	-107.082
       0:02.580	  2.242	  1.797	 -3.052	 -3.431	  1.278	 -0.948	  0.987	 -0.278	 -0.830	  0.415	  2.614	-107.082
       0:02.584	  2.216	  1.801	 -3.023	 -3.418	  1.248	 -0.931	  0.993	 -0.265	 -0.820	  0.422	  2.611	-107.082
       0:02.588	  2.196	  1.778	 -3.026	 -3.399	  1.242	 -0.944	  0.990	 -0.271	 -0.824	  0.418	  2.614	-107.082
       0:02.591	  2.242	  1.775	 -3.075	 -3.418	  1.288	 -0.971	  0.977	 -0.288	 -0.837	  0.405	  2.611	-107.082
       0:02.595	  2.235	  1.771	 -3.072	 -3.415	  1.284	 -0.971	  0.977	 -0.284	 -0.833	  0.408	  2.605	-107.082
       0:02.599	  2.190	  1.761	 -3.036	 -3.386	  1.242	 -0.958	  0.990	 -0.271	 -0.824	  0.415	  2.608	-107.082
       0:02.603	  2.203	  1.758	 -3.052	 -3.392	  1.258	 -0.967	  0.987	 -0.275	 -0.830	  0.408	  2.598	-107.082
       0:02.607	  2.199	  1.765	 -3.042	 -3.392	  1.252	 -0.958	  1.000	 -0.268	 -0.827	  0.412	  2.608	-107.082
       0:02.611	  2.225	  1.788	 -3.046	 -3.418	  1.265	 -0.948	  1.003	 -0.265	 -0.820	  0.415	  2.614	-107.082
       0:02.615	  2.258	  1.797	 -3.069	 -3.438	  1.294	 -0.954	  0.993	 -0.275	 -0.830	  0.405	  2.595	-107.082
       0:02.619	  2.275	  1.801	 -3.082	 -3.448	  1.307	 -0.961	  1.000	 -0.268	 -0.820	  0.415	  2.592	-107.082
       0:02.623	  2.232	  1.768	 -3.072	 -3.412	  1.281	 -0.971	  1.003	 -0.281	 -0.833	  0.399	  2.575	-107.082
       0:02.626	  2.219	  1.742	 -3.085	 -3.392	  1.281	 -0.990	  0.993	 -0.294	 -0.843	  0.382	  2.559	-107.082
       0:02.630	  2.196	  1.735	 -3.069	 -3.376	  1.261	 -0.987	  1.007	 -0.281	 -0.833	  0.392	  2.578	-107.082
       0:02.634	  2.144	  1.748	 -3.003	 -3.356	  1.203	 -0.948	  1.036	 -0.252	 -0.807	  0.418	  2.605	-107.082
       0:02.638	  2.180	  1.771	 -3.016	 -3.386	  1.229	 -0.941	  1.036	 -0.252	 -0.807	  0.418	  2.598	-107.082
       0:02.642	  2.219	  1.768	 -3.059	 -3.405	  1.268	 -0.964	  1.023	 -0.265	 -0.817	  0.408	  2.588	-107.082
       0:02.646	  2.235	  1.761	 -3.082	 -3.408	  1.288	 -0.980	  1.003	 -0.278	 -0.830	  0.395	  2.585	-107.082
       0:02.650	  2.225	  1.768	 -3.065	 -3.408	  1.275	 -0.967	  1.000	 -0.278	 -0.830	  0.392	  2.572	-107.082
       0:02.654	  2.203	  1.781	 -3.029	 -3.402	  1.245	 -0.944	  1.010	 -0.265	 -0.817	  0.402	  2.562	-107.082
       0:02.658	  2.193	  1.771	 -3.029	 -3.392	  1.242	 -0.948	  1.013	 -0.265	 -0.817	  0.402	  2.575	-107.082
       0:02.661	  2.199	  1.755	 -3.052	 -3.389	  1.255	 -0.967	  1.016	 -0.268	 -0.820	  0.399	  2.588	-107.082
       0:02.665	  2.203	  1.722	 -3.088	 -3.373	  1.275	 -1.003	  1.023	 -0.268	 -0.824	  0.392	  2.575	-107.082
       0:02.669	  2.229	  1.745	 -3.092	 -3.399	  1.291	 -0.993	  1.016	 -0.275	 -0.830	  0.389	  2.572	-107.082
       0:02.673	  2.219	  1.745	 -3.082	 -3.392	  1.281	 -0.987	  1.010	 -0.281	 -0.837	  0.386	  2.582	-107.082
       0:02.677	  2.193	  1.725	 -3.075	 -3.369	  1.265	 -0.993	  1.016	 -0.281	 -0.833	  0.389	  2.592	-107.082
       0:02.681	  2.193	  1.732	 -3.069	 -3.373	  1.261	 -0.987	  1.023	 -0.275	 -0.830	  0.392	  2.598	-107.082
       0:02.685	  2.209	  1.722	 -3.095	 -3.376	  1.281	 -1.007	  1.020	 -0.278	 -0.837	  0.386	  2.585	-107.082
       0:02.689	  2.245	  1.735	 -3.118	 -3.402	  1.310	 -1.010	  1.007	 -0.284	 -0.840	  0.379	  2.575	-107.082
       0:02.693	  2.242	  1.722	 -3.127	 -3.392	  1.314	 -1.023	  0.993	 -0.294	 -0.853	  0.366	  2.556	-107.082
       0:02.696	  2.212	  1.719	 -3.101	 -3.376	  1.288	 -1.010	  1.016	 -0.271	 -0.837	  0.379	  2.562	-107.082
       0:02.700	  2.176	  1.709	 -3.075	 -3.353	  1.255	 -1.003	  1.029	 -0.265	 -0.830	  0.386	  2.572	-107.082
       0:02.704	  2.229	  1.716	 -3.121	 -3.382	  1.304	 -1.023	  1.007	 -0.284	 -0.853	  0.366	  2.559	-107.082
       0:02.708	  2.239	  1.729	 -3.118	 -3.395	  1.307	 -1.013	  1.007	 -0.284	 -0.853	  0.366	  2.552	-107.082
       0:02.712	  2.222	  1.761	 -3.069	 -3.402	  1.275	 -0.974	  1.029	 -0.265	 -0.837	  0.386	  2.575	-107.082
       0:02.716	  2.222	  1.752	 -3.078	 -3.399	  1.281	 -0.984	  1.033	 -0.255	 -0.824	  0.392	  2.588	-107.082
       0:02.720	  2.248	  1.758	 -3.098	 -3.415	  1.304	 -0.990	  1.029	 -0.255	 -0.824	  0.389	  2.578	-107.082
       0:02.724	  2.242	  1.748	 -3.101	 -3.405	  1.301	 -0.997	  1.029	 -0.258	 -0.830	  0.382	  2.549	-107.082
       0:02.728	  2.232	  1.748	 -3.092	 -3.402	  1.291	 -0.990	  1.023	 -0.258	 -0.833	  0.379	  2.549	-107.082
       0:02.732	  2.216	  1.739	 -3.085	 -3.389	  1.281	 -0.993	  1.026	 -0.248	 -0.820	  0.395	  2.578	-107.082
       0:02.735	  2.229	  1.758	 -3.078	 -3.405	  1.284	 -0.980	  1.023	 -0.242	 -0.814	  0.405	  2.601	-107.082
       0:02.739	  2.252	  1.778	 -3.082	 -3.425	  1.297	 -0.971	  1.013	 -0.248	 -0.817	  0.408	  2.611	-107.082
       0:02.743	  2.268	  1.794	 -3.082	 -3.441	  1.304	 -0.964	  1.010	 -0.248	 -0.810	  0.418	  2.621	-107.082
       0:02.747	  2.268	  1.784	 -3.092	 -3.438	  1.310	 -0.974	  1.007	 -0.252	 -0.810	  0.418	  2.608	-107.082
       0:02.751	  2.284	  1.788	 -3.105	 -3.448	  1.324	 -0.977	  1.000	 -0.252	 -0.810	  0.415	  2.601	-107.082
       0:02.755	  2.248	  1.804	 -3.052	 -3.438	  1.281	 -0.944	  1.003	 -0.248	 -0.797	  0.435	  2.624	-107.082
       0:02.759	  2.229	  1.820	 -3.016	 -3.435	  1.252	 -0.918	  0.980	 -0.261	 -0.804	  0.431	  2.627	-107.082
       0:02.763	  2.248	  1.817	 -3.039	 -3.444	  1.275	 -0.931	  0.951	 -0.281	 -0.820	  0.418	  2.611	-107.082
       0:02.767	  2.284	  1.840	 -3.052	 -3.474	  1.297	 -0.925	  0.928	 -0.284	 -0.817	  0.425	  2.614	-107.082
       0:02.770	  2.337	  1.866	 -3.078	 -3.513	  1.337	 -0.925	  0.899	 -0.284	 -0.810	  0.431	  2.624	-107.082
       0:02.774	  2.373	  1.889	 -3.092	 -3.542	  1.363	 -0.922	  0.866	 -0.281	 -0.801	  0.444	  2.644	-107.082
       0:02.778	  2.369	  1.892	 -3.085	 -3.542	  1.356	 -0.915	  0.856	 -0.275	 -0.794	  0.451	  2.673	-107.082
       0:02.782	  2.379	  1.876	 -3.111	 -3.539	  1.376	 -0.938	  0.850	 -0.288	 -0.814	  0.431	  2.667	-107.082
       0:02.786	  2.399	  1.843	 -3.163	 -3.533	  1.412	 -0.980	  0.846	 -0.310	 -0.846	  0.399	  2.631	-107.082
       0:02.790	  2.408	  1.817	 -3.199	 -3.523	  1.435	 -1.010	  0.843	 -0.333	 -0.879	  0.366	  2.601	-107.082
       0:02.794	  2.373	  1.807	 -3.173	 -3.500	  1.402	 -1.003	  0.869	 -0.327	 -0.879	  0.366	  2.605	-107.082
       0:02.798	  2.382	  1.824	 -3.167	 -3.513	  1.405	 -0.990	  0.889	 -0.307	 -0.863	  0.382	  2.611	-107.082
       0:02.802	  2.359	  1.801	 -3.167	 -3.490	  1.392	 -1.003	  0.912	 -0.297	 -0.850	  0.389	  2.601	-107.082
       0:02.805	  2.284	  1.775	 -3.118	 -3.441	  1.330	 -0.990	  0.938	 -0.304	 -0.856	  0.386	  2.601	-107.082
       0:02.809	  2.252	  1.781	 -3.078	 -3.428	  1.294	 -0.967	  0.974	 -0.301	 -0.850	  0.389	  2.618	-107.082
       0:02.813	  2.258	  1.788	 -3.078	 -3.435	  1.297	 -0.964	  1.003	 -0.278	 -0.837	  0.399	  2.618	-107.082
       0:02.817	  2.252	  1.761	 -3.098	 -3.418	  1.304	 -0.987	  1.010	 -0.278	 -0.843	  0.386	  2.588	-107.082
       0:02.821	  2.242	  1.725	 -3.124	 -3.395	  1.314	 -1.020	  1.010	 -0.284	 -0.856	  0.366	  2.559	-107.082
       0:02.825	  2.212	  1.686	 -3.134	 -3.359	  1.304	 -1.042	  1.010	 -0.294	 -0.869	  0.346	  2.549	-107.082
       0:02.829	  2.193	  1.670	 -3.131	 -3.343	  1.291	 -1.049	  1.026	 -0.281	 -0.863	  0.350	  2.549	-107.082
       0:02.833	  2.173	  1.676	 -3.105	 -3.337	  1.268	 -1.033	  1.049	 -0.265	 -0.846	  0.363	  2.559	-107.082
       0:02.837	  2.180	  1.670	 -3.118	 -3.337	  1.278	 -1.042	  1.049	 -0.268	 -0.846	  0.359	  2.549	-107.082
       0:02.840	  2.203	  1.663	 -3.147	 -3.346	  1.304	 -1.062	  1.046	 -0.275	 -0.856	  0.350	  2.526	-107.082
       0:02.844	  2.222	  1.673	 -3.157	 -3.359	  1.320	 -1.062	  1.049	 -0.271	 -0.856	  0.350	  2.520	-107.082
       0:02.848	  2.203	  1.650	 -3.160	 -3.340	  1.310	 -1.075	  1.046	 -0.278	 -0.863	  0.343	  2.513	-107.082
       0:02.852	  2.157	  1.627	 -3.137	 -3.304	  1.278	 -1.075	  1.049	 -0.275	 -0.863	  0.343	  2.526	-107.082
       0:02.856	  2.173	  1.641	 -3.141	 -3.320	  1.288	 -1.069	  1.056	 -0.265	 -0.859	  0.346	  2.529	-107.082
       0:02.860	  2.225	  1.667	 -3.167	 -3.356	  1.327	 -1.069	  1.049	 -0.271	 -0.863	  0.340	  2.513	-107.082
       0:02.864	  2.252	  1.680	 -3.180	 -3.376	  1.346	 -1.069	  1.039	 -0.278	 -0.863	  0.340	  2.503	-107.082
       0:02.868	  2.219	  1.667	 -3.160	 -3.353	  1.320	 -1.065	  1.062	 -0.258	 -0.850	  0.356	  2.523	-107.082
       0:02.872	  2.183	  1.641	 -3.150	 -3.324	  1.297	 -1.075	  1.118	 -0.203	 -0.810	  0.379	  2.523	-107.082
       0:02.875	  2.127	  1.611	 -3.124	 -3.281	  1.255	 -1.075	  1.160	 -0.160	 -0.788	  0.386	  2.507	-107.082
       0:02.879	  2.065	  1.592	 -3.082	 -3.242	  1.203	 -1.065	  1.206	 -0.144	 -0.771	  0.382	  2.474	-107.082
       0:02.883	  2.059	  1.595	 -3.072	 -3.239	  1.196	 -1.059	  1.255	 -0.105	 -0.735	  0.405	  2.458	-107.082
       0:02.887	  2.078	  1.585	 -3.101	 -3.245	  1.219	 -1.078	  1.284	 -0.052	 -0.680	  0.458	  2.467	-107.082
       0:02.891	  2.141	  1.637	 -3.111	 -3.301	  1.255	 -1.056	  1.275	  0.023	 -0.569	  0.578	  2.546	-107.082
       0:02.895	  2.248	  1.797	 -3.059	 -3.435	  1.284	 -0.951	  1.275	  0.193	 -0.307	  0.866	  2.735	-107.082
       0:02.899	  2.467	  2.007	 -3.069	 -3.647	  1.399	 -0.850	  1.196	  0.373	  0.000	  1.219	  2.964	-107.082
       0:02.903	  2.794	  2.281	 -3.121	 -3.948	  1.588	 -0.739	  1.020	  0.503	  0.268	  1.559	  3.232	-107.082
       0:02.907	  3.134	  2.526	 -3.216	 -4.242	  1.807	 -0.663	  0.824	  0.595	  0.467	  1.820	  3.451	-107.082
       0:02.911	  3.252	  2.598	 -3.261	 -4.337	  1.889	 -0.650	  0.693	  0.595	  0.516	  1.905	  3.549	-107.082
       0:02.914	  3.065	  2.575	 -3.098	 -4.232	  1.712	 -0.582	  0.650	  0.399	  0.353	  1.765	  3.533	-107.082
       0:02.918	  2.820	  2.575	 -2.853	 -4.108	  1.467	 -0.458	  0.634	  0.052	 -0.046	  1.395	  3.454	-107.082
       0:02.922	  2.592	  2.304	 -2.895	 -3.859	  1.376	 -0.614	  0.748	 -0.127	 -0.428	  0.951	  3.203	-107.082
       0:02.926	  2.435	  1.765	 -3.278	 -3.510	  1.487	 -1.075	  1.010	 -0.039	 -0.644	  0.562	  2.742	-107.082
       0:02.930	  2.363	  1.539	 -3.431	 -3.363	  1.526	 -1.265	  1.173	  0.078	 -0.637	  0.484	  2.562	-107.082
       0:02.934	  2.327	  1.539	 -3.395	 -3.346	  1.490	 -1.248	  1.203	  0.046	 -0.667	  0.458	  2.546	-107.082
       0:02.938	  2.301	  1.578	 -3.330	 -3.353	  1.444	 -1.196	  1.173	 -0.069	 -0.752	  0.402	  2.526	-107.082
       0:02.942	  2.301	  1.631	 -3.278	 -3.376	  1.418	 -1.144	  1.111	 -0.170	 -0.814	  0.363	  2.510	-107.082
       0:02.946	  2.297	  1.667	 -3.239	 -3.392	  1.399	 -1.105	  1.049	 -0.203	 -0.820	  0.376	  2.529	-107.082
       0:02.949	  2.281	  1.657	 -3.232	 -3.379	  1.386	 -1.108	  1.042	 -0.212	 -0.801	  0.405	  2.556	-107.082
       0:02.953	  2.222	  1.647	 -3.183	 -3.346	  1.333	 -1.088	  1.052	 -0.225	 -0.804	  0.408	  2.565	-107.082
       0:02.957	  2.163	  1.644	 -3.127	 -3.317	  1.275	 -1.062	  1.069	 -0.219	 -0.801	  0.412	  2.575	-107.082
       0:02.961	  2.144	  1.647	 -3.105	 -3.307	  1.255	 -1.049	  1.082	 -0.206	 -0.788	  0.422	  2.588	-107.082
       0:02.965	  2.160	  1.670	 -3.098	 -3.327	  1.258	 -1.033	  1.092	 -0.196	 -0.778	  0.428	  2.598	-107.082
       0:02.969	  2.196	  1.703	 -3.101	 -3.359	  1.278	 -1.020	  1.098	 -0.186	 -0.768	  0.438	  2.601	-107.082
       0:02.973	  2.206	  1.699	 -3.114	 -3.363	  1.291	 -1.026	  1.085	 -0.196	 -0.778	  0.425	  2.578	-107.082
       0:02.977	  2.206	  1.680	 -3.134	 -3.353	  1.301	 -1.046	  1.082	 -0.206	 -0.788	  0.415	  2.565	-107.082
       0:02.981	  2.186	  1.686	 -3.108	 -3.350	  1.278	 -1.029	  1.088	 -0.199	 -0.784	  0.422	  2.565	-107.082
       0:02.984	  2.160	  1.657	 -3.111	 -3.320	  1.265	 -1.046	  1.085	 -0.203	 -0.788	  0.415	  2.539	-107.082
       0:02.988	  2.170	  1.644	 -3.134	 -3.320	  1.281	 -1.065	  1.082	 -0.206	 -0.788	  0.412	  2.529	-107.082
       0:02.992	  2.212	  1.673	 -3.147	 -3.353	  1.310	 -1.056	  1.078	 -0.206	 -0.788	  0.415	  2.542	-107.082
       0:02.996	  2.183	  1.696	 -3.095	 -3.353	  1.268	 -1.020	  1.092	 -0.193	 -0.771	  0.431	  2.565	-107.082
       0:03.000	  2.167	  1.696	 -3.078	 -3.343	  1.252	 -1.010	  1.098	 -0.180	 -0.758	  0.444	  2.585	-107.082
       0:03.004	  2.160	  1.680	 -3.088	 -3.333	  1.255	 -1.023	  1.092	 -0.190	 -0.765	  0.438	  2.585	-107.082
       0:03.008	  2.190	  1.673	 -3.124	 -3.343	  1.288	 -1.046	  1.078	 -0.199	 -0.775	  0.428	  2.578	-107.082
       0:03.012	  2.225	  1.690	 -3.144	 -3.369	  1.314	 -1.046	  1.078	 -0.196	 -0.768	  0.435	  2.575	-107.082
       0:03.016	  2.196	  1.690	 -3.114	 -3.353	  1.284	 -1.033	  1.082	 -0.190	 -0.765	  0.444	  2.582	-107.082
       0:03.019	  2.193	  1.699	 -3.101	 -3.356	  1.278	 -1.020	  1.088	 -0.183	 -0.755	  0.454	  2.578	-107.082
       0:03.023	  2.216	  1.722	 -3.101	 -3.379	  1.288	 -1.010	  1.082	 -0.180	 -0.748	  0.461	  2.578	-107.082
       0:03.027	  2.206	  1.712	 -3.101	 -3.369	  1.284	 -1.013	  1.069	 -0.183	 -0.752	  0.461	  2.582	-107.082
       0:03.031	  2.183	  1.683	 -3.108	 -3.346	  1.275	 -1.033	  1.056	 -0.196	 -0.761	  0.451	  2.582	-107.082
       0:03.035	  2.173	  1.670	 -3.111	 -3.333	  1.271	 -1.039	  1.049	 -0.203	 -0.761	  0.451	  2.582	-107.082
       0:03.039	  2.235	  1.719	 -3.124	 -3.389	  1.310	 -1.023	  1.065	 -0.183	 -0.742	  0.474	  2.595	-107.082
       0:03.043	  2.271	  1.755	 -3.124	 -3.425	  1.327	 -1.003	  1.078	 -0.167	 -0.725	  0.490	  2.605	-107.082
       0:03.047	  2.248	  1.745	 -3.111	 -3.408	  1.310	 -1.003	  1.072	 -0.163	 -0.722	  0.497	  2.601	-107.082
       0:03.051	  2.219	  1.729	 -3.098	 -3.386	  1.288	 -1.003	  1.069	 -0.160	 -0.716	  0.500	  2.601	-107.082
       0:03.054	  2.206	  1.712	 -3.101	 -3.369	  1.284	 -1.013	  1.059	 -0.167	 -0.719	  0.497	  2.592	-107.082
       0:03.058	  2.196	  1.709	 -3.095	 -3.363	  1.275	 -1.013	  1.065	 -0.163	 -0.712	  0.503	  2.582	-107.082
       0:03.062	  2.219	  1.719	 -3.108	 -3.379	  1.294	 -1.013	  1.072	 -0.150	 -0.699	  0.520	  2.595	-107.082
       0:03.066	  2.248	  1.739	 -3.118	 -3.405	  1.314	 -1.010	  1.072	 -0.134	 -0.680	  0.536	  2.621	-107.082
       0:03.070	  2.252	  1.748	 -3.111	 -3.412	  1.310	 -1.000	  1.065	 -0.134	 -0.680	  0.542	  2.644	-107.082
       0:03.074	  2.248	  1.752	 -3.105	 -3.412	  1.307	 -0.997	  1.052	 -0.141	 -0.680	  0.539	  2.644	-107.082
       0:03.078	  2.242	  1.745	 -3.105	 -3.405	  1.304	 -1.000	  1.042	 -0.141	 -0.673	  0.546	  2.641	-107.082
       0:03.082	  2.268	  1.752	 -3.124	 -3.422	  1.327	 -1.007	  1.042	 -0.131	 -0.660	  0.556	  2.634	-107.082
       0:03.086	  2.275	  1.752	 -3.131	 -3.425	  1.333	 -1.010	  1.049	 -0.114	 -0.644	  0.572	  2.637	-107.082
       0:03.089	  2.225	  1.735	 -3.098	 -3.392	  1.291	 -1.000	  1.046	 -0.108	 -0.634	  0.578	  2.634	-107.082
       0:03.093	  2.225	  1.739	 -3.095	 -3.392	  1.291	 -0.997	  1.033	 -0.108	 -0.627	  0.592	  2.641	-107.082
       0:03.097	  2.239	  1.742	 -3.105	 -3.402	  1.301	 -1.000	  1.023	 -0.105	 -0.618	  0.598	  2.637	-107.082
       0:03.101	  2.301	  1.758	 -3.150	 -3.441	  1.356	 -1.016	  1.010	 -0.095	 -0.605	  0.611	  2.631	-107.082
       0:03.105	  2.301	  1.752	 -3.157	 -3.438	  1.359	 -1.023	  1.007	 -0.088	 -0.588	  0.621	  2.631	-107.082
       0:03.109	  2.291	  1.781	 -3.118	 -3.448	  1.333	 -0.987	  1.020	 -0.062	 -0.559	  0.647	  2.650	-107.082
       0:03.113	  2.288	  1.781	 -3.114	 -3.444	  1.330	 -0.987	  1.016	 -0.046	 -0.542	  0.663	  2.667	-107.082
       0:03.117	  2.310	  1.775	 -3.144	 -3.454	  1.356	 -1.003	  1.007	 -0.036	 -0.526	  0.680	  2.673	-107.082
       0:03.121	  2.340	  1.794	 -3.154	 -3.477	  1.376	 -1.000	  1.007	 -0.026	 -0.510	  0.696	  2.680	-107.082
       0:03.125	  2.373	  1.820	 -3.160	 -3.507	  1.395	 -0.990	  1.003	 -0.013	 -0.497	  0.706	  2.676	-107.082
       0:03.128	  2.340	  1.807	 -3.141	 -3.484	  1.369	 -0.987	  0.997	 -0.007	 -0.490	  0.709	  2.660	-107.082
       0:03.132	  2.271	  1.771	 -3.108	 -3.431	  1.320	 -0.987	  0.987	 -0.003	 -0.484	  0.712	  2.654	-107.082
       0:03.136	  2.304	  1.784	 -3.127	 -3.454	  1.346	 -0.990	  0.984	  0.013	 -0.464	  0.722	  2.657	-107.082
       0:03.140	  2.363	  1.797	 -3.173	 -3.490	  1.399	 -1.007	  0.990	  0.036	 -0.441	  0.739	  2.663	-107.082
       0:03.144	  2.382	  1.794	 -3.196	 -3.500	  1.418	 -1.020	  0.984	  0.046	 -0.431	  0.752	  2.657	-107.082
       0:03.148	  2.382	  1.804	 -3.186	 -3.503	  1.415	 -1.010	  0.987	  0.059	 -0.415	  0.765	  2.663	-107.082
       0:03.152	  2.333	  1.797	 -3.144	 -3.477	  1.369	 -0.993	  0.997	  0.075	 -0.399	  0.781	  2.673	-107.082
       0:03.156	  2.324	  1.797	 -3.134	 -3.471	  1.359	 -0.987	  0.984	  0.072	 -0.402	  0.778	  2.667	-107.082
       0:03.160	  2.346	  1.804	 -3.150	 -3.487	  1.379	 -0.993	  0.984	  0.072	 -0.405	  0.775	  2.667	-107.082
       0:03.163	  2.366	  1.824	 -3.150	 -3.507	  1.389	 -0.984	  0.980	  0.069	 -0.408	  0.771	  2.680	-107.082
       0:03.167	  2.386	  1.840	 -3.154	 -3.523	  1.399	 -0.977	  0.967	  0.046	 -0.435	  0.748	  2.683	-107.082
       0:03.171	  2.379	  1.837	 -3.150	 -3.520	  1.395	 -0.977	  0.961	  0.016	 -0.471	  0.722	  2.680	-107.082
       0:03.175	  2.382	  1.840	 -3.150	 -3.523	  1.395	 -0.974	  0.954	 -0.020	 -0.510	  0.686	  2.673	-107.082
       0:03.179	  2.369	  1.827	 -3.150	 -3.510	  1.389	 -0.980	  0.941	 -0.069	 -0.565	  0.634	  2.650	-107.082
       0:03.183	  2.350	  1.807	 -3.150	 -3.490	  1.379	 -0.990	  0.941	 -0.105	 -0.608	  0.592	  2.627	-107.082
       0:03.187	  2.363	  1.804	 -3.167	 -3.493	  1.395	 -1.000	  0.944	 -0.124	 -0.637	  0.562	  2.621	-107.082
       0:03.191	  2.337	  1.794	 -3.150	 -3.477	  1.373	 -0.997	  0.958	 -0.134	 -0.660	  0.546	  2.631	-107.082
       0:03.195	  2.297	  1.771	 -3.134	 -3.444	  1.346	 -1.000	  0.954	 -0.163	 -0.693	  0.516	  2.627	-107.082
       0:03.198	  2.258	  1.755	 -3.111	 -3.418	  1.314	 -0.997	  0.967	 -0.173	 -0.709	  0.497	  2.627	-107.082
       0:03.202	  2.245	  1.739	 -3.114	 -3.402	  1.310	 -1.007	  0.967	 -0.190	 -0.729	  0.477	  2.614	-107.082
       0:03.206	  2.271	  1.735	 -3.144	 -3.415	  1.337	 -1.023	  0.974	 -0.203	 -0.748	  0.461	  2.611	-107.082
       0:03.210	  2.301	  1.758	 -3.150	 -3.441	  1.356	 -1.016	  0.980	 -0.203	 -0.755	  0.454	  2.611	-107.082
