   Elapsed time	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
       0:02.416	  0.210	 -5.353	 -6.726	  0.819	  3.732	 -6.429	 -1.981	 -2.567	 -0.899	 -2.555	 -2.656	 -0.456
       0:02.420	  0.208	 -5.367	 -6.738	  0.827	  3.736	 -6.443	 -1.981	 -2.569	 -0.897	 -2.551	 -2.658	 -0.476
       0:02.424	  0.212	 -5.386	 -6.761	  0.835	  3.750	 -6.464	 -2.004	 -2.586	 -0.907	 -2.563	 -2.674	 -0.503
       0:02.428	  0.130	 -5.404	 -6.697	  0.883	  3.678	 -6.441	 -1.983	 -2.557	 -0.876	 -2.532	 -2.645	 -0.478
       0:02.432	  0.124	 -5.386	 -6.674	  0.878	  3.662	 -6.419	 -1.969	 -2.536	 -0.849	 -2.505	 -2.616	 -0.449
       0:02.436	  0.128	 -5.427	 -6.718	  0.897	  3.687	 -6.462	 -1.988	 -2.550	 -0.860	 -2.511	 -2.631	 -0.478
       0:02.440	 -0.049	 -5.594	 -6.709	  1.068	  3.594	 -6.542	 -2.037	 -2.606	 -0.915	 -2.561	 -2.697	 -0.550
       0:02.444	 -0.148	 -5.746	 -6.761	  1.194	  3.571	 -6.643	 -2.089	 -2.662	 -0.979	 -2.629	 -2.777	 -0.639
       0:02.447	  0.291	 -5.320	 -6.775	  0.761	  3.796	 -6.437	 -2.000	 -2.536	 -0.849	 -2.505	 -2.652	 -0.517
       0:02.451	  0.326	 -5.122	 -6.612	  0.645	  3.732	 -6.256	 -1.928	 -2.421	 -0.717	 -2.383	 -2.522	 -0.384
       0:02.455	  0.117	 -5.276	 -6.555	  0.827	  3.600	 -6.305	 -1.965	 -2.468	 -0.746	 -2.402	 -2.538	 -0.410
       0:02.459	  0.041	 -5.384	 -6.588	  0.918	  3.579	 -6.377	 -2.027	 -2.563	 -0.825	 -2.456	 -2.592	 -0.466
       0:02.463	  0.080	 -5.400	 -6.643	  0.907	  3.625	 -6.412	 -2.052	 -2.573	 -0.845	 -2.480	 -2.621	 -0.499
       0:02.467	  0.278	 -5.249	 -6.689	  0.732	  3.748	 -6.359	 -2.021	 -2.501	 -0.777	 -2.435	 -2.577	 -0.468
       0:02.471	  0.276	 -5.142	 -6.581	  0.680	  3.691	 -6.250	 -1.959	 -2.433	 -0.697	 -2.350	 -2.497	 -0.394
       0:02.475	  0.175	 -5.173	 -6.511	  0.746	  3.606	 -6.231	 -1.977	 -2.478	 -0.711	 -2.340	 -2.487	 -0.383
       0:02.479	  0.130	 -5.214	 -6.507	  0.788	  3.583	 -6.250	 -1.988	 -2.478	 -0.709	 -2.330	 -2.485	 -0.388
       0:02.482	  0.087	 -5.258	 -6.509	  0.833	  3.561	 -6.274	 -2.017	 -2.487	 -0.713	 -2.336	 -2.503	 -0.417
       0:02.486	  0.091	 -5.264	 -6.518	  0.833	  3.569	 -6.282	 -2.031	 -2.478	 -0.705	 -2.336	 -2.507	 -0.435
       0:02.490	  0.173	 -5.258	 -6.594	  0.790	  3.647	 -6.317	 -2.029	 -2.431	 -0.668	 -2.324	 -2.495	 -0.449
       0:02.494	  0.142	 -5.212	 -6.517	  0.783	  3.592	 -6.254	 -2.004	 -2.392	 -0.608	 -2.260	 -2.431	 -0.404
       0:02.498	  0.132	 -5.130	 -6.425	  0.746	  3.542	 -6.167	 -1.981	 -2.394	 -0.575	 -2.196	 -2.359	 -0.326
       0:02.502	  0.031	 -5.225	 -6.419	  0.845	  3.489	 -6.212	 -2.017	 -2.435	 -0.612	 -2.219	 -2.388	 -0.357
       0:02.506	 -0.252	 -5.515	 -6.425	  1.130	  3.350	 -6.359	 -2.118	 -2.532	 -0.703	 -2.301	 -2.466	 -0.443
       0:02.510	  0.021	 -5.204	 -6.388	  0.839	  3.468	 -6.186	 -2.035	 -2.435	 -0.584	 -2.171	 -2.332	 -0.317
       0:02.514	  0.227	 -4.979	 -6.369	  0.623	  3.561	 -6.064	 -2.004	 -2.379	 -0.513	 -2.087	 -2.252	 -0.249
       0:02.518	  0.029	 -5.142	 -6.334	  0.804	  3.445	 -6.128	 -2.052	 -2.421	 -0.553	 -2.117	 -2.285	 -0.295
       0:02.521	  0.068	 -5.087	 -6.318	  0.757	  3.456	 -6.093	 -2.052	 -2.404	 -0.528	 -2.091	 -2.243	 -0.258
       0:02.525	  0.109	 -4.990	 -6.262	  0.687	  3.449	 -6.016	 -2.014	 -2.344	 -0.458	 -2.012	 -2.150	 -0.173
       0:02.529	 -0.014	 -5.130	 -6.280	  0.819	  3.396	 -6.095	 -2.076	 -2.408	 -0.515	 -2.045	 -2.183	 -0.217
       0:02.533	 -0.070	 -5.175	 -6.268	  0.870	  3.363	 -6.111	 -2.105	 -2.437	 -0.536	 -2.052	 -2.188	 -0.219
       0:02.537	  0.064	 -5.029	 -6.256	  0.730	  3.423	 -6.033	 -2.082	 -2.398	 -0.495	 -2.002	 -2.124	 -0.157
       0:02.541	  0.144	 -4.934	 -6.241	  0.643	  3.456	 -5.977	 -2.068	 -2.377	 -0.478	 -1.967	 -2.080	 -0.115
       0:02.545	  0.175	 -4.924	 -6.262	  0.621	  3.482	 -5.983	 -2.099	 -2.412	 -0.503	 -1.971	 -2.082	 -0.118
       0:02.549	  0.159	 -5.014	 -6.336	  0.674	  3.511	 -6.064	 -2.150	 -2.468	 -0.571	 -2.027	 -2.140	 -0.186
       0:02.553	 -0.037	 -5.066	 -6.192	  0.798	  3.342	 -6.019	 -2.138	 -2.476	 -0.573	 -2.010	 -2.117	 -0.155
       0:02.556	 -0.025	 -5.039	 -6.177	  0.779	  3.340	 -5.998	 -2.150	 -2.509	 -0.600	 -2.004	 -2.089	 -0.115
       0:02.560	  0.157	 -4.915	 -6.235	  0.625	  3.460	 -5.965	 -2.146	 -2.503	 -0.608	 -1.992	 -2.056	 -0.076
       0:02.564	  0.173	 -4.891	 -6.227	  0.606	  3.464	 -5.950	 -2.144	 -2.518	 -0.637	 -2.000	 -2.062	 -0.070
       0:02.568	  0.235	 -4.866	 -6.264	  0.563	  3.513	 -5.955	 -2.153	 -2.544	 -0.682	 -2.033	 -2.083	 -0.068
       0:02.572	  0.291	 -4.847	 -6.301	  0.524	  3.559	 -5.963	 -2.175	 -2.567	 -0.730	 -2.074	 -2.122	 -0.076
       0:02.576	  0.175	 -4.940	 -6.278	  0.629	  3.489	 -5.998	 -2.219	 -2.627	 -0.814	 -2.144	 -2.198	 -0.113
       0:02.580	  0.076	 -4.998	 -6.237	  0.709	  3.419	 -6.008	 -2.225	 -2.658	 -0.874	 -2.202	 -2.241	 -0.111
       0:02.584	  0.091	 -5.002	 -6.256	  0.703	  3.437	 -6.019	 -2.217	 -2.666	 -0.895	 -2.219	 -2.247	 -0.134
       0:02.588	  0.142	 -5.027	 -6.332	  0.689	  3.501	 -6.070	 -2.206	 -2.678	 -0.930	 -2.249	 -2.295	 -0.212
       0:02.591	  0.140	 -5.080	 -6.383	  0.717	  3.524	 -6.120	 -2.204	 -2.703	 -0.981	 -2.309	 -2.363	 -0.270
       0:02.595	  0.064	 -5.142	 -6.369	  0.786	  3.480	 -6.146	 -2.192	 -2.718	 -1.016	 -2.338	 -2.392	 -0.256
       0:02.599	  0.076	 -5.118	 -6.357	  0.769	  3.480	 -6.128	 -2.177	 -2.709	 -1.019	 -2.334	 -2.398	 -0.260
       0:02.603	  0.062	 -5.161	 -6.386	  0.796	  3.487	 -6.163	 -2.208	 -2.746	 -1.072	 -2.388	 -2.472	 -0.336
       0:02.607	  0.124	 -5.210	 -6.497	  0.790	  3.575	 -6.243	 -2.252	 -2.794	 -1.140	 -2.460	 -2.542	 -0.402
       0:02.611	  0.066	 -5.221	 -6.450	  0.825	  3.522	 -6.225	 -2.231	 -2.784	 -1.144	 -2.458	 -2.546	 -0.425
       0:02.615	 -0.039	 -5.190	 -6.315	  0.862	  3.402	 -6.142	 -2.150	 -2.740	 -1.103	 -2.410	 -2.517	 -0.427
       0:02.619	  0.004	 -5.186	 -6.353	  0.839	  3.443	 -6.159	 -2.128	 -2.750	 -1.117	 -2.419	 -2.528	 -0.414
       0:02.623	 -0.023	 -5.233	 -6.373	  0.876	  3.439	 -6.192	 -2.140	 -2.779	 -1.148	 -2.452	 -2.561	 -0.433
       0:02.626	 -0.076	 -5.243	 -6.330	  0.907	  3.390	 -6.177	 -2.138	 -2.777	 -1.157	 -2.454	 -2.571	 -0.445
       0:02.630	  0.082	 -5.210	 -6.454	  0.812	  3.532	 -6.221	 -2.186	 -2.802	 -1.190	 -2.493	 -2.608	 -0.476
       0:02.634	  0.219	 -5.190	 -6.573	  0.732	  3.660	 -6.272	 -2.217	 -2.817	 -1.214	 -2.518	 -2.637	 -0.487
       0:02.638	  0.157	 -5.194	 -6.515	  0.765	  3.600	 -6.245	 -2.196	 -2.781	 -1.179	 -2.497	 -2.623	 -0.460
       0:02.642	  0.161	 -5.188	 -6.513	  0.761	  3.600	 -6.241	 -2.188	 -2.750	 -1.159	 -2.483	 -2.604	 -0.483
       0:02.646	  0.231	 -5.217	 -6.612	  0.740	  3.685	 -6.305	 -2.221	 -2.773	 -1.186	 -2.507	 -2.637	 -0.548
       0:02.650	  0.204	 -5.227	 -6.594	  0.759	  3.662	 -6.301	 -2.221	 -2.773	 -1.186	 -2.503	 -2.633	 -0.550
       0:02.654	  0.163	 -5.250	 -6.577	  0.790	  3.633	 -6.303	 -2.221	 -2.773	 -1.196	 -2.509	 -2.645	 -0.559
       0:02.658	  0.167	 -5.262	 -6.592	  0.794	  3.643	 -6.317	 -2.227	 -2.783	 -1.204	 -2.507	 -2.649	 -0.550
       0:02.661	  0.146	 -5.221	 -6.530	  0.784	  3.602	 -6.266	 -2.219	 -2.771	 -1.188	 -2.482	 -2.625	 -0.518
       0:02.665	  0.118	 -5.206	 -6.487	  0.790	  3.567	 -6.237	 -2.204	 -2.755	 -1.169	 -2.458	 -2.598	 -0.493
       0:02.669	  0.087	 -5.235	 -6.485	  0.821	  3.550	 -6.250	 -2.194	 -2.759	 -1.159	 -2.449	 -2.588	 -0.491
       0:02.673	  0.087	 -5.258	 -6.509	  0.833	  3.561	 -6.274	 -2.196	 -2.767	 -1.167	 -2.456	 -2.600	 -0.505
       0:02.677	  0.064	 -5.274	 -6.501	  0.852	  3.546	 -6.278	 -2.190	 -2.771	 -1.169	 -2.462	 -2.616	 -0.515
       0:02.681	  0.080	 -5.241	 -6.483	  0.827	  3.546	 -6.252	 -2.179	 -2.765	 -1.159	 -2.443	 -2.602	 -0.503
       0:02.685	  0.085	 -5.223	 -6.472	  0.816	  3.542	 -6.237	 -2.181	 -2.767	 -1.155	 -2.435	 -2.594	 -0.507
       0:02.689	  0.091	 -5.233	 -6.487	  0.817	  3.553	 -6.250	 -2.175	 -2.761	 -1.150	 -2.429	 -2.584	 -0.501
       0:02.693	  0.087	 -5.249	 -6.499	  0.827	  3.557	 -6.264	 -2.175	 -2.759	 -1.144	 -2.425	 -2.581	 -0.483
       0:02.696	  0.058	 -5.289	 -6.511	  0.862	  3.548	 -6.289	 -2.173	 -2.755	 -1.140	 -2.419	 -2.579	 -0.482
       0:02.700	  0.049	 -5.280	 -6.491	  0.862	  3.534	 -6.276	 -2.167	 -2.751	 -1.138	 -2.414	 -2.583	 -0.497
       0:02.704	  0.031	 -5.280	 -6.474	  0.872	  3.517	 -6.266	 -2.175	 -2.755	 -1.140	 -2.414	 -2.598	 -0.522
       0:02.708	  0.033	 -5.276	 -6.472	  0.868	  3.517	 -6.264	 -2.179	 -2.757	 -1.140	 -2.408	 -2.590	 -0.517
       0:02.712	  0.056	 -5.270	 -6.489	  0.854	  3.536	 -6.270	 -2.177	 -2.757	 -1.136	 -2.400	 -2.579	 -0.509
       0:02.716	  0.099	 -5.254	 -6.517	  0.825	  3.571	 -6.276	 -2.177	 -2.750	 -1.132	 -2.394	 -2.561	 -0.501
       0:02.720	  0.107	 -5.254	 -6.524	  0.821	  3.579	 -6.280	 -2.181	 -2.750	 -1.132	 -2.392	 -2.561	 -0.513
       0:02.724	  0.083	 -5.262	 -6.509	  0.837	  3.559	 -6.276	 -2.188	 -2.753	 -1.132	 -2.392	 -2.575	 -0.534
       0:02.728	  0.047	 -5.264	 -6.474	  0.856	  3.524	 -6.258	 -2.184	 -2.750	 -1.124	 -2.379	 -2.577	 -0.532
       0:02.732	  0.070	 -5.229	 -6.462	  0.827	  3.530	 -6.235	 -2.177	 -2.746	 -1.117	 -2.359	 -2.553	 -0.503
       0:02.735	  0.070	 -5.241	 -6.474	  0.833	  3.536	 -6.247	 -2.188	 -2.761	 -1.132	 -2.371	 -2.567	 -0.517
       0:02.739	  0.070	 -5.264	 -6.497	  0.845	  3.548	 -6.270	 -2.200	 -2.775	 -1.151	 -2.402	 -2.598	 -0.542
       0:02.743	  0.052	 -5.262	 -6.478	  0.852	  3.528	 -6.260	 -2.210	 -2.783	 -1.151	 -2.392	 -2.583	 -0.544
       0:02.747	  0.062	 -5.243	 -6.468	  0.837	  3.528	 -6.245	 -2.216	 -2.788	 -1.150	 -2.375	 -2.575	 -0.553
       0:02.751	  0.058	 -5.250	 -6.472	  0.843	  3.528	 -6.250	 -2.216	 -2.790	 -1.157	 -2.381	 -2.588	 -0.561
       0:02.755	  0.076	 -5.245	 -6.483	  0.831	  3.544	 -6.254	 -2.231	 -2.808	 -1.171	 -2.398	 -2.602	 -0.538
       0:02.759	  0.076	 -5.233	 -6.472	  0.825	  3.538	 -6.243	 -2.225	 -2.800	 -1.165	 -2.394	 -2.588	 -0.522
       0:02.763	  0.049	 -5.245	 -6.456	  0.845	  3.517	 -6.241	 -2.206	 -2.788	 -1.153	 -2.375	 -2.571	 -0.534
       0:02.767	  0.050	 -5.210	 -6.423	  0.827	  3.501	 -6.206	 -2.198	 -2.779	 -1.146	 -2.353	 -2.555	 -0.530
       0:02.770	  0.105	 -5.159	 -6.427	  0.775	  3.530	 -6.183	 -2.196	 -2.777	 -1.144	 -2.351	 -2.546	 -0.520
       0:02.774	  0.072	 -5.221	 -6.456	  0.821	  3.528	 -6.229	 -2.216	 -2.802	 -1.171	 -2.375	 -2.563	 -0.553
       0:02.778	 -0.002	 -5.291	 -6.452	  0.893	  3.489	 -6.262	 -2.239	 -2.831	 -1.202	 -2.400	 -2.592	 -0.571
       0:02.782	  0.010	 -5.264	 -6.437	  0.874	  3.487	 -6.241	 -2.239	 -2.825	 -1.196	 -2.390	 -2.581	 -0.555
       0:02.786	  0.062	 -5.198	 -6.423	  0.816	  3.507	 -6.200	 -2.229	 -2.816	 -1.181	 -2.373	 -2.571	 -0.548
       0:02.790	  0.043	 -5.221	 -6.427	  0.837	  3.499	 -6.214	 -2.239	 -2.827	 -1.194	 -2.386	 -2.584	 -0.577
       0:02.794	  0.050	 -5.243	 -6.456	  0.843	  3.517	 -6.239	 -2.252	 -2.837	 -1.210	 -2.404	 -2.604	 -0.590
       0:02.798	  0.058	 -5.221	 -6.443	  0.829	  3.515	 -6.221	 -2.239	 -2.825	 -1.202	 -2.394	 -2.606	 -0.584
       0:02.802	  0.091	 -5.219	 -6.474	  0.812	  3.546	 -6.237	 -2.249	 -2.837	 -1.214	 -2.406	 -2.623	 -0.594
       0:02.805	  0.120	 -5.200	 -6.483	  0.786	  3.565	 -6.231	 -2.252	 -2.843	 -1.214	 -2.404	 -2.621	 -0.586
       0:02.809	  0.118	 -5.210	 -6.491	  0.792	  3.569	 -6.241	 -2.254	 -2.850	 -1.221	 -2.402	 -2.621	 -0.596
       0:02.813	  0.146	 -5.219	 -6.528	  0.784	  3.600	 -6.264	 -2.262	 -2.862	 -1.237	 -2.414	 -2.625	 -0.616
       0:02.817	  0.140	 -5.217	 -6.520	  0.786	  3.594	 -6.258	 -2.268	 -2.876	 -1.245	 -2.416	 -2.627	 -0.617
       0:02.821	  0.153	 -5.171	 -6.487	  0.755	  3.584	 -6.219	 -2.266	 -2.878	 -1.241	 -2.416	 -2.627	 -0.590
       0:02.825	  0.171	 -5.173	 -6.507	  0.748	  3.602	 -6.229	 -2.268	 -2.876	 -1.237	 -2.414	 -2.623	 -0.596
       0:02.829	  0.186	 -5.192	 -6.542	  0.750	  3.627	 -6.256	 -2.274	 -2.885	 -1.245	 -2.419	 -2.633	 -0.614
       0:02.833	  0.175	 -5.204	 -6.542	  0.761	  3.621	 -6.262	 -2.274	 -2.891	 -1.250	 -2.417	 -2.629	 -0.606
       0:02.837	  0.161	 -5.186	 -6.511	  0.759	  3.600	 -6.239	 -2.287	 -2.903	 -1.260	 -2.419	 -2.631	 -0.604
       0:02.840	  0.155	 -5.206	 -6.524	  0.773	  3.604	 -6.254	 -2.305	 -2.920	 -1.283	 -2.441	 -2.662	 -0.639
       0:02.844	  0.150	 -5.212	 -6.524	  0.779	  3.600	 -6.258	 -2.299	 -2.918	 -1.282	 -2.441	 -2.676	 -0.652
       0:02.848	  0.128	 -5.208	 -6.499	  0.786	  3.577	 -6.243	 -2.280	 -2.897	 -1.264	 -2.423	 -2.660	 -0.643
       0:02.852	  0.124	 -5.231	 -6.518	  0.800	  3.584	 -6.264	 -2.282	 -2.907	 -1.274	 -2.431	 -2.672	 -0.650
       0:02.856	  0.140	 -5.190	 -6.493	  0.773	  3.581	 -6.231	 -2.287	 -2.909	 -1.278	 -2.425	 -2.666	 -0.637
       0:02.860	  0.117	 -5.188	 -6.468	  0.783	  3.555	 -6.217	 -2.287	 -2.909	 -1.278	 -2.423	 -2.670	 -0.637
       0:02.864	  0.091	 -5.212	 -6.466	  0.808	  3.542	 -6.229	 -2.285	 -2.909	 -1.282	 -2.427	 -2.678	 -0.647
       0:02.868	  0.082	 -5.231	 -6.476	  0.821	  3.542	 -6.243	 -2.285	 -2.909	 -1.276	 -2.425	 -2.664	 -0.635
       0:02.872	  0.039	 -5.237	 -6.439	  0.847	  3.503	 -6.227	 -2.276	 -2.901	 -1.266	 -2.412	 -2.652	 -0.629
       0:02.875	  0.002	 -5.252	 -6.417	  0.872	  3.474	 -6.225	 -2.274	 -2.903	 -1.266	 -2.412	 -2.664	 -0.639
       0:02.879	  0.017	 -5.216	 -6.396	  0.847	  3.470	 -6.196	 -2.262	 -2.893	 -1.254	 -2.396	 -2.649	 -0.623
       0:02.883	  0.072	 -5.184	 -6.419	  0.804	  3.509	 -6.192	 -2.258	 -2.885	 -1.249	 -2.388	 -2.639	 -0.608
       0:02.887	  0.134	 -5.115	 -6.412	  0.738	  3.536	 -6.153	 -2.270	 -2.887	 -1.249	 -2.384	 -2.629	 -0.592
       0:02.891	  0.033	 -5.134	 -6.330	  0.798	  3.445	 -6.122	 -2.252	 -2.872	 -1.235	 -2.369	 -2.616	 -0.573
       0:02.895	 -0.066	 -5.167	 -6.264	  0.864	  3.363	 -6.105	 -2.241	 -2.860	 -1.227	 -2.359	 -2.610	 -0.567
       0:02.899	 -0.056	 -5.192	 -6.299	  0.872	  3.384	 -6.136	 -2.249	 -2.872	 -1.243	 -2.379	 -2.635	 -0.600
       0:02.903	 -0.083	 -5.214	 -6.293	  0.895	  3.369	 -6.144	 -2.256	 -2.882	 -1.254	 -2.386	 -2.643	 -0.616
       0:02.907	 -0.089	 -5.194	 -6.268	  0.889	  3.353	 -6.120	 -2.258	 -2.882	 -1.252	 -2.381	 -2.637	 -0.604
       0:02.911	 -0.060	 -5.163	 -6.266	  0.858	  3.367	 -6.105	 -2.258	 -2.874	 -1.252	 -2.375	 -2.637	 -0.590
       0:02.914	 -0.049	 -5.159	 -6.274	  0.850	  3.377	 -6.107	 -2.252	 -2.860	 -1.254	 -2.375	 -2.637	 -0.583
       0:02.918	 -0.037	 -5.159	 -6.285	  0.845	  3.388	 -6.113	 -2.245	 -2.847	 -1.254	 -2.365	 -2.623	 -0.584
       0:02.922	 -0.052	 -5.161	 -6.272	  0.854	  3.373	 -6.107	 -2.268	 -2.858	 -1.272	 -2.367	 -2.619	 -0.586
       0:02.926	 -0.072	 -5.144	 -6.235	  0.854	  3.346	 -6.080	 -2.289	 -2.868	 -1.291	 -2.371	 -2.621	 -0.581
       0:02.930	 -0.017	 -5.111	 -6.256	  0.812	  3.383	 -6.074	 -2.278	 -2.849	 -1.287	 -2.369	 -2.616	 -0.581
       0:02.934	  0.000	 -5.097	 -6.260	  0.796	  3.394	 -6.068	 -2.276	 -2.837	 -1.289	 -2.367	 -2.617	 -0.575
       0:02.938	 -0.010	 -5.093	 -6.247	  0.798	  3.383	 -6.060	 -2.280	 -2.833	 -1.293	 -2.365	 -2.619	 -0.571
       0:02.942	 -0.054	 -5.118	 -6.227	  0.833	  3.350	 -6.062	 -2.289	 -2.839	 -1.311	 -2.379	 -2.629	 -0.579
       0:02.946	 -0.085	 -5.140	 -6.217	  0.860	  3.330	 -6.068	 -2.301	 -2.847	 -1.324	 -2.392	 -2.645	 -0.590
       0:02.949	 -0.025	 -5.087	 -6.225	  0.804	  3.363	 -6.047	 -2.305	 -2.843	 -1.326	 -2.388	 -2.645	 -0.590
       0:02.953	 -0.006	 -5.052	 -6.210	  0.777	  3.365	 -6.021	 -2.309	 -2.845	 -1.334	 -2.392	 -2.652	 -0.596
       0:02.957	 -0.002	 -5.021	 -6.183	  0.759	  3.353	 -5.992	 -2.313	 -2.843	 -1.336	 -2.386	 -2.652	 -0.600
       0:02.961	  0.019	 -4.973	 -6.155	  0.724	  3.351	 -5.953	 -2.317	 -2.837	 -1.332	 -2.381	 -2.647	 -0.596
       0:02.965	  0.002	 -4.950	 -6.115	  0.720	  3.322	 -5.922	 -2.328	 -2.841	 -1.336	 -2.371	 -2.641	 -0.596
       0:02.969	 -0.017	 -4.932	 -6.078	  0.722	  3.293	 -5.895	 -2.340	 -2.854	 -1.340	 -2.365	 -2.643	 -0.592
       0:02.973	  0.027	 -4.895	 -6.085	  0.682	  3.320	 -5.880	 -2.355	 -2.864	 -1.344	 -2.367	 -2.649	 -0.596
       0:02.977	  0.023	 -4.882	 -6.068	  0.676	  3.309	 -5.864	 -2.369	 -2.880	 -1.355	 -2.373	 -2.656	 -0.598
       0:02.981	 -0.023	 -4.889	 -6.029	  0.703	  3.266	 -5.849	 -2.373	 -2.889	 -1.361	 -2.371	 -2.654	 -0.598
       0:02.984	  0.004	 -4.839	 -6.006	  0.664	  3.268	 -5.812	 -2.383	 -2.893	 -1.359	 -2.359	 -2.650	 -0.588
       0:02.988	  0.047	 -4.777	 -5.986	  0.612	  3.280	 -5.771	 -2.394	 -2.897	 -1.353	 -2.350	 -2.645	 -0.584
       0:02.992	  0.012	 -4.759	 -5.934	  0.621	  3.237	 -5.736	 -2.425	 -2.918	 -1.355	 -2.336	 -2.627	 -0.586
       0:02.996	 -0.025	 -4.742	 -5.880	  0.631	  3.190	 -5.701	 -2.497	 -2.988	 -1.398	 -2.344	 -2.633	 -0.583
       0:03.000	 -0.060	 -4.750	 -5.852	  0.652	  3.159	 -5.691	 -2.542	 -3.050	 -1.445	 -2.367	 -2.649	 -0.588
       0:03.004	 -0.043	 -4.705	 -5.825	  0.621	  3.155	 -5.654	 -2.550	 -3.060	 -1.452	 -2.367	 -2.649	 -0.590
       0:03.008	  0.021	 -4.627	 -5.812	  0.550	  3.181	 -5.610	 -2.557	 -3.066	 -1.458	 -2.363	 -2.649	 -0.577
       0:03.012	  0.080	 -4.534	 -5.777	  0.474	  3.192	 -5.546	 -2.573	 -3.083	 -1.462	 -2.367	 -2.647	 -0.563
       0:03.016	  0.058	 -4.478	 -5.699	  0.456	  3.142	 -5.478	 -2.590	 -3.093	 -1.466	 -2.363	 -2.631	 -0.555
       0:03.019	  0.012	 -4.445	 -5.619	  0.464	  3.080	 -5.421	 -2.598	 -3.095	 -1.466	 -2.359	 -2.629	 -0.557
       0:03.023	 -0.027	 -4.433	 -5.569	  0.478	  3.035	 -5.390	 -2.594	 -3.099	 -1.470	 -2.355	 -2.617	 -0.559
       0:03.027	  0.008	 -4.388	 -5.559	  0.437	  3.047	 -5.363	 -2.586	 -3.087	 -1.462	 -2.344	 -2.594	 -0.553
       0:03.031	  0.035	 -4.410	 -5.608	  0.435	  3.085	 -5.398	 -2.596	 -3.099	 -1.480	 -2.377	 -2.629	 -0.581
       0:03.035	 -0.087	 -4.567	 -5.643	  0.575	  3.041	 -5.495	 -2.637	 -3.150	 -1.544	 -2.454	 -2.717	 -0.656
       0:03.039	 -0.155	 -4.635	 -5.643	  0.643	  3.008	 -5.528	 -2.625	 -3.153	 -1.569	 -2.493	 -2.763	 -0.689
       0:03.043	 -0.130	 -4.602	 -5.635	  0.614	  3.016	 -5.509	 -2.577	 -3.113	 -1.546	 -2.489	 -2.773	 -0.693
       0:03.047	 -0.107	 -4.604	 -5.660	  0.602	  3.041	 -5.522	 -2.546	 -3.082	 -1.526	 -2.487	 -2.783	 -0.707
       0:03.051	 -0.107	 -4.635	 -5.691	  0.617	  3.056	 -5.553	 -2.538	 -3.070	 -1.520	 -2.501	 -2.804	 -0.730
       0:03.054	 -0.148	 -4.664	 -5.680	  0.652	  3.029	 -5.561	 -2.546	 -3.076	 -1.526	 -2.517	 -2.819	 -0.744
       0:03.058	 -0.183	 -4.687	 -5.668	  0.682	  3.006	 -5.567	 -2.559	 -3.087	 -1.542	 -2.538	 -2.841	 -0.761
       0:03.062	 -0.082	 -4.592	 -5.674	  0.584	  3.060	 -5.522	 -2.534	 -3.060	 -1.517	 -2.522	 -2.825	 -0.742
       0:03.066	 -0.043	 -4.530	 -5.650	  0.534	  3.068	 -5.480	 -2.515	 -3.037	 -1.491	 -2.505	 -2.806	 -0.720
       0:03.070	 -0.111	 -4.569	 -5.621	  0.586	  3.019	 -5.485	 -2.524	 -3.047	 -1.497	 -2.515	 -2.816	 -0.732
       0:03.074	 -0.078	 -4.569	 -5.654	  0.571	  3.052	 -5.501	 -2.542	 -3.066	 -1.515	 -2.534	 -2.839	 -0.751
       0:03.078	 -0.049	 -4.577	 -5.691	  0.559	  3.085	 -5.524	 -2.559	 -3.076	 -1.526	 -2.555	 -2.854	 -0.763
       0:03.082	 -0.052	 -4.584	 -5.695	  0.565	  3.085	 -5.530	 -2.553	 -3.068	 -1.520	 -2.550	 -2.849	 -0.757
       0:03.086	 -0.056	 -4.602	 -5.709	  0.577	  3.089	 -5.546	 -2.550	 -3.058	 -1.515	 -2.544	 -2.850	 -0.767
       0:03.089	 -0.068	 -4.623	 -5.718	  0.592	  3.089	 -5.561	 -2.544	 -3.049	 -1.509	 -2.544	 -2.847	 -0.765
       0:03.093	 -0.109	 -4.649	 -5.703	  0.625	  3.060	 -5.565	 -2.536	 -3.050	 -1.501	 -2.532	 -2.843	 -0.746
       0:03.097	 -0.107	 -4.641	 -5.697	  0.621	  3.058	 -5.559	 -2.518	 -3.041	 -1.489	 -2.517	 -2.827	 -0.726
       0:03.101	 -0.109	 -4.670	 -5.724	  0.637	  3.072	 -5.586	 -2.507	 -3.031	 -1.483	 -2.511	 -2.823	 -0.728
       0:03.105	 -0.109	 -4.730	 -5.784	  0.666	  3.101	 -5.647	 -2.532	 -3.049	 -1.503	 -2.530	 -2.847	 -0.755
       0:03.109	 -0.058	 -4.730	 -5.835	  0.641	  3.151	 -5.672	 -2.522	 -3.031	 -1.485	 -2.522	 -2.837	 -0.748
       0:03.113	 -0.029	 -4.730	 -5.864	  0.627	  3.181	 -5.687	 -2.497	 -2.996	 -1.450	 -2.495	 -2.810	 -0.722
       0:03.117	 -0.050	 -4.784	 -5.897	  0.664	  3.186	 -5.730	 -2.485	 -2.973	 -1.425	 -2.483	 -2.808	 -0.736
       0:03.121	 -0.054	 -4.885	 -5.994	  0.717	  3.233	 -5.829	 -2.476	 -2.942	 -1.384	 -2.474	 -2.831	 -0.798
