   Elapsed time	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
       0:02.518	  0.577	 -4.699	 -5.645	  2.007	  2.095	 -5.219	  2.691	 -8.979	-11.897	  0.361	 -4.832	  0.309
       0:02.521	  0.694	 -4.629	 -5.693	  1.913	  2.176	 -5.208	  2.691	 -8.949	-11.884	  0.374	 -4.822	  0.327
       0:02.525	  0.642	 -4.621	 -5.632	  1.935	  2.121	 -5.173	  2.714	 -8.913	-11.853	  0.405	 -4.794	  0.361
       0:02.529	  0.587	 -4.606	 -5.562	  1.956	  2.057	 -5.131	  2.743	 -8.882	-11.825	  0.426	 -4.765	  0.381
       0:02.533	  0.587	 -4.556	 -5.511	  1.930	  2.033	 -5.080	  2.768	 -8.861	-11.796	  0.454	 -4.737	  0.400
       0:02.537	  0.639	 -4.538	 -5.546	  1.895	  2.075	 -5.088	  2.739	 -8.869	-11.802	  0.448	 -4.737	  0.431
       0:02.541	  0.739	 -4.534	 -5.642	  1.843	  2.173	 -5.136	  2.722	 -8.897	-11.832	  0.425	 -4.748	  0.431
       0:02.545	  0.760	 -4.542	 -5.672	  1.837	  2.199	 -5.154	  2.727	 -8.905	-11.845	  0.413	 -4.755	  0.392
       0:02.549	  0.709	 -4.521	 -5.600	  1.851	  2.137	 -5.108	  2.743	 -8.882	-11.819	  0.438	 -4.732	  0.359
       0:02.553	  0.701	 -4.472	 -5.542	  1.832	  2.105	 -5.054	  2.740	 -8.853	-11.791	  0.467	 -4.719	  0.410
       0:02.556	  0.678	 -4.480	 -5.528	  1.846	  2.087	 -5.051	  2.747	 -8.853	-11.786	  0.469	 -4.721	  0.453
       0:02.560	  0.605	 -4.529	 -5.503	  1.908	  2.038	 -5.064	  2.757	 -8.869	-11.792	  0.464	 -4.719	  0.423
       0:02.564	  0.655	 -4.574	 -5.598	  1.905	  2.109	 -5.132	  2.721	 -8.900	-11.832	  0.426	 -4.766	  0.359
       0:02.568	  0.820	 -4.526	 -5.716	  1.799	  2.252	 -5.168	  2.693	 -8.918	-11.853	  0.404	 -4.794	  0.356
       0:02.572	  0.905	 -4.428	 -5.703	  1.708	  2.288	 -5.113	  2.724	 -8.904	-11.819	  0.435	 -4.755	  0.412
       0:02.576	  0.825	 -4.458	 -5.652	  1.761	  2.222	 -5.101	  2.743	 -8.908	-11.822	  0.435	 -4.747	  0.423
       0:02.580	  0.686	 -4.556	 -5.611	  1.881	  2.132	 -5.131	  2.722	 -8.935	-11.845	  0.407	 -4.770	  0.394
       0:02.584	  0.650	 -4.578	 -5.598	  1.910	  2.108	 -5.136	  2.724	 -8.920	-11.848	  0.410	 -4.766	  0.395
       0:02.588	  0.663	 -4.567	 -5.600	  1.897	  2.114	 -5.131	  2.709	 -8.905	-11.835	  0.418	 -4.760	  0.404
       0:02.591	  0.681	 -4.542	 -5.593	  1.876	  2.121	 -5.114	  2.691	 -8.894	-11.822	  0.426	 -4.752	  0.412
       0:02.595	  0.716	 -4.503	 -5.588	  1.840	  2.136	 -5.093	  2.704	 -8.884	-11.812	  0.436	 -4.737	  0.422
       0:02.599	  0.734	 -4.497	 -5.600	  1.827	  2.150	 -5.095	  2.716	 -8.886	-11.824	  0.426	 -4.743	  0.415
       0:02.603	  0.761	 -4.461	 -5.592	  1.796	  2.160	 -5.074	  2.712	 -8.859	-11.810	  0.440	 -4.730	  0.426
       0:02.607	  0.755	 -4.422	 -5.546	  1.779	  2.134	 -5.031	  2.725	 -8.838	-11.788	  0.466	 -4.706	  0.456
       0:02.611	  0.624	 -4.493	 -5.487	  1.881	  2.039	 -5.038	  2.757	 -8.866	-11.799	  0.454	 -4.712	  0.461
       0:02.615	  0.528	 -4.593	 -5.490	  1.979	  1.992	 -5.088	  2.752	 -8.913	-11.837	  0.418	 -4.748	  0.422
       0:02.619	  0.603	 -4.583	 -5.556	  1.936	  2.062	 -5.116	  2.745	 -8.928	-11.855	  0.399	 -4.761	  0.384
       0:02.623	  0.711	 -4.547	 -5.627	  1.864	  2.152	 -5.134	  2.729	 -8.925	-11.853	  0.395	 -4.763	  0.394
       0:02.626	  0.734	 -4.538	 -5.641	  1.848	  2.170	 -5.136	  2.717	 -8.912	-11.855	  0.394	 -4.763	  0.408
       0:02.630	  0.716	 -4.529	 -5.614	  1.853	  2.149	 -5.119	  2.712	 -8.907	-11.850	  0.402	 -4.753	  0.369
       0:02.634	  0.693	 -4.531	 -5.593	  1.864	  2.126	 -5.109	  2.711	 -8.904	-11.842	  0.405	 -4.755	  0.337
       0:02.638	  0.690	 -4.515	 -5.574	  1.858	  2.114	 -5.092	  2.714	 -8.891	-11.832	  0.415	 -4.758	  0.394
       0:02.642	  0.688	 -4.498	 -5.556	  1.851	  2.105	 -5.074	  2.721	 -8.884	-11.819	  0.425	 -4.753	  0.433
       0:02.646	  0.694	 -4.502	 -5.565	  1.850	  2.113	 -5.080	  2.729	 -8.881	-11.814	  0.428	 -4.745	  0.435
       0:02.650	  0.708	 -4.487	 -5.564	  1.835	  2.119	 -5.072	  2.730	 -8.877	-11.814	  0.433	 -4.737	  0.436
       0:02.654	  0.701	 -4.482	 -5.552	  1.837	  2.109	 -5.064	  2.724	 -8.886	-11.820	  0.423	 -4.745	  0.426
       0:02.658	  0.699	 -4.487	 -5.556	  1.840	  2.111	 -5.069	  2.724	 -8.886	-11.828	  0.423	 -4.739	  0.440
       0:02.661	  0.708	 -4.480	 -5.557	  1.832	  2.116	 -5.065	  2.727	 -8.881	-11.822	  0.430	 -4.725	  0.446
       0:02.665	  0.701	 -4.492	 -5.562	  1.842	  2.114	 -5.074	  2.724	 -8.884	-11.827	  0.430	 -4.727	  0.413
       0:02.669	  0.699	 -4.490	 -5.559	  1.842	  2.113	 -5.072	  2.719	 -8.884	-11.825	  0.431	 -4.729	  0.394
       0:02.673	  0.711	 -4.492	 -5.572	  1.837	  2.124	 -5.078	  2.721	 -8.879	-11.820	  0.431	 -4.745	  0.423
       0:02.677	  0.706	 -4.508	 -5.583	  1.846	  2.127	 -5.093	  2.724	 -8.881	-11.827	  0.423	 -4.757	  0.431
       0:02.681	  0.703	 -4.503	 -5.575	  1.846	  2.123	 -5.087	  2.717	 -8.886	-11.832	  0.420	 -4.757	  0.415
       0:02.685	  0.711	 -4.482	 -5.562	  1.832	  2.119	 -5.069	  2.717	 -8.886	-11.822	  0.425	 -4.752	  0.425
       0:02.689	  0.703	 -4.487	 -5.559	  1.838	  2.114	 -5.070	  2.724	 -8.881	-11.820	  0.430	 -4.745	  0.428
       0:02.693	  0.701	 -4.493	 -5.564	  1.842	  2.116	 -5.075	  2.719	 -8.884	-11.820	  0.426	 -4.745	  0.430
       0:02.696	  0.716	 -4.487	 -5.572	  1.832	  2.127	 -5.077	  2.714	 -8.887	-11.825	  0.423	 -4.748	  0.422
       0:02.700	  0.725	 -4.493	 -5.588	  1.830	  2.141	 -5.088	  2.716	 -8.887	-11.827	  0.423	 -4.752	  0.418
       0:02.704	  0.708	 -4.497	 -5.574	  1.840	  2.124	 -5.082	  2.711	 -8.889	-11.828	  0.423	 -4.748	  0.430
       0:02.708	  0.662	 -4.497	 -5.528	  1.863	  2.078	 -5.059	  2.711	 -8.891	-11.820	  0.435	 -4.739	  0.438
       0:02.712	  0.770	 -4.387	 -5.526	  1.755	  2.131	 -5.003	  2.753	 -8.843	-11.779	  0.477	 -4.698	  0.472
       0:02.716	  0.953	 -4.219	 -5.541	  1.578	  2.230	 -4.926	  2.804	 -8.786	-11.725	  0.531	 -4.645	  0.525
       0:02.720	  0.781	 -4.374	 -5.525	  1.742	  2.136	 -4.997	  2.771	 -8.827	-11.766	  0.485	 -4.691	  0.479
       0:02.724	  0.578	 -4.552	 -5.500	  1.933	  2.023	 -5.074	  2.740	 -8.868	-11.807	  0.438	 -4.739	  0.420
       0:02.728	  0.570	 -4.547	 -5.487	  1.935	  2.011	 -5.064	  2.760	 -8.858	-11.797	  0.444	 -4.735	  0.422
       0:02.732	  0.614	 -4.489	 -5.472	  1.882	  2.026	 -5.028	  2.789	 -8.828	-11.768	  0.469	 -4.711	  0.453
       0:02.735	  0.668	 -4.431	 -5.469	  1.827	  2.052	 -4.997	  2.812	 -8.802	-11.748	  0.487	 -4.691	  0.475
       0:02.739	  0.742	 -4.353	 -5.464	  1.752	  2.087	 -4.956	  2.837	 -8.766	-11.722	  0.513	 -4.665	  0.500
       0:02.743	  0.828	 -4.253	 -5.451	  1.658	  2.123	 -4.899	  2.840	 -8.739	-11.690	  0.547	 -4.631	  0.533
       0:02.747	  0.819	 -4.273	 -5.461	  1.673	  2.123	 -4.913	  2.781	 -8.779	-11.709	  0.534	 -4.645	  0.520
       0:02.751	  0.676	 -4.327	 -5.373	  1.771	  2.008	 -4.897	  2.725	 -8.824	-11.712	  0.541	 -4.637	  0.529
       0:02.755	  0.551	 -4.301	 -5.221	  1.820	  1.869	 -4.807	  2.745	 -8.810	-11.668	  0.593	 -4.582	  0.587
       0:02.759	  0.611	 -4.230	 -5.211	  1.755	  1.894	 -4.768	  2.755	 -8.796	-11.645	  0.618	 -4.551	  0.616
       0:02.763	  0.788	 -4.185	 -5.342	  1.644	  2.047	 -4.810	  2.724	 -8.812	-11.665	  0.596	 -4.574	  0.592
       0:02.767	  0.842	 -4.209	 -5.420	  1.629	  2.114	 -4.861	  2.703	 -8.819	-11.686	  0.572	 -4.598	  0.565
       0:02.770	  0.835	 -4.227	 -5.431	  1.642	  2.116	 -4.876	  2.706	 -8.815	-11.694	  0.567	 -4.603	  0.569
       0:02.774	  0.784	 -4.275	 -5.428	  1.691	  2.090	 -4.899	  2.706	 -8.833	-11.709	  0.554	 -4.614	  0.559
       0:02.778	  0.748	 -4.325	 -5.443	  1.734	  2.078	 -4.931	  2.711	 -8.843	-11.730	  0.529	 -4.634	  0.538
       0:02.782	  0.806	 -4.317	 -5.492	  1.701	  2.132	 -4.951	  2.722	 -8.838	-11.740	  0.513	 -4.650	  0.525
       0:02.786	  0.846	 -4.350	 -5.565	  1.698	  2.190	 -5.005	  2.701	 -8.855	-11.771	  0.477	 -4.691	  0.487
       0:02.790	  0.796	 -4.408	 -5.574	  1.752	  2.168	 -5.038	  2.691	 -8.874	-11.796	  0.453	 -4.717	  0.446
       0:02.794	  0.815	 -4.382	 -5.567	  1.729	  2.175	 -5.021	  2.714	 -8.858	-11.784	  0.467	 -4.706	  0.462
       0:02.798	  0.882	 -4.337	 -5.588	  1.673	  2.219	 -5.010	  2.709	 -8.842	-11.778	  0.471	 -4.701	  0.475
       0:02.802	  0.868	 -4.350	 -5.587	  1.686	  2.211	 -5.015	  2.722	 -8.859	-11.788	  0.461	 -4.706	  0.477
       0:02.805	  0.820	 -4.382	 -5.572	  1.727	  2.180	 -5.025	  2.750	 -8.879	-11.797	  0.454	 -4.712	  0.467
       0:02.809	  0.681	 -4.511	 -5.562	  1.861	  2.105	 -5.083	  2.721	 -8.920	-11.838	  0.415	 -4.752	  0.420
       0:02.813	  0.583	 -4.626	 -5.578	  1.967	  2.064	 -5.149	  2.706	 -8.946	-11.871	  0.379	 -4.788	  0.384
       0:02.817	  0.574	 -4.654	 -5.596	  1.985	  2.069	 -5.172	  2.694	 -8.953	-11.881	  0.363	 -4.809	  0.371
       0:02.821	  0.551	 -4.662	 -5.582	  2.002	  2.049	 -5.168	  2.688	 -8.953	-11.879	  0.364	 -4.806	  0.369
       0:02.825	  0.547	 -4.623	 -5.539	  1.984	  2.026	 -5.127	  2.698	 -8.931	-11.858	  0.387	 -4.788	  0.394
       0:02.829	  0.520	 -4.621	 -5.510	  1.997	  1.998	 -5.113	  2.719	 -8.920	-11.843	  0.404	 -4.771	  0.410
       0:02.833	  0.533	 -4.619	 -5.521	  1.989	  2.010	 -5.118	  2.743	 -8.931	-11.855	  0.402	 -4.773	  0.410
       0:02.837	  0.526	 -4.641	 -5.536	  2.003	  2.015	 -5.136	  2.740	 -8.938	-11.871	  0.386	 -4.783	  0.402
       0:02.840	  0.471	 -4.654	 -5.493	  2.038	  1.966	 -5.121	  2.752	 -8.928	-11.864	  0.394	 -4.773	  0.415
       0:02.844	  0.515	 -4.623	 -5.507	  2.000	  1.993	 -5.111	  2.757	 -8.900	-11.842	  0.407	 -4.763	  0.410
       0:02.848	  0.632	 -4.577	 -5.578	  1.918	  2.088	 -5.124	  2.778	 -8.827	-11.804	  0.410	 -4.775	  0.374
       0:02.852	  0.716	 -4.559	 -5.644	  1.868	  2.163	 -5.149	  2.864	 -8.636	-11.719	  0.418	 -4.799	  0.348
       0:02.856	  0.799	 -4.546	 -5.714	  1.819	  2.240	 -5.176	  2.990	 -8.337	-11.587	  0.449	 -4.812	  0.328
       0:02.860	  0.895	 -4.503	 -5.768	  1.750	  2.315	 -5.183	  3.057	 -8.145	-11.474	  0.500	 -4.791	  0.310
       0:02.864	  0.953	 -4.391	 -5.712	  1.665	  2.315	 -5.098	  3.002	 -8.180	-11.407	  0.598	 -4.691	  0.371
       0:02.868	  1.016	 -4.137	 -5.523	  1.507	  2.253	 -4.877	  2.819	 -8.647	-11.408	  0.740	 -4.493	  0.562
       0:02.872	  1.136	 -3.717	 -5.222	  1.237	  2.162	 -4.516	  2.477	 -9.433	-11.474	  0.944	 -4.181	  0.891
       0:02.875	  1.227	 -3.247	 -4.843	  0.956	  2.018	 -4.092	  2.011	-10.216	-11.603	  1.186	 -3.819	  1.271
       0:02.879	  1.209	 -2.850	 -4.428	  0.766	  1.802	 -3.686	  1.549	-10.840	-11.771	  1.428	 -3.471	  1.613
       0:02.883	  1.049	 -2.621	 -4.039	  0.732	  1.528	 -3.377	  1.242	-11.268	-11.899	  1.626	 -3.211	  1.858
       0:02.887	  0.915	 -2.789	 -4.074	  0.882	  1.477	 -3.479	  1.113	-11.394	-12.051	  1.580	 -3.245	  1.842
       0:02.891	  0.807	 -3.322	 -4.498	  1.203	  1.636	 -3.958	  1.242	-11.139	-12.227	  1.183	 -3.665	  1.526
       0:02.895	  0.605	 -3.902	 -4.876	  1.595	  1.724	 -4.436	  1.588	-10.721	-12.315	  0.694	 -4.265	  1.074
       0:02.899	  0.446	 -4.418	 -5.234	  1.931	  1.824	 -4.873	  1.971	-10.261	-12.333	  0.359	 -4.708	  0.673
       0:02.903	  0.471	 -4.623	 -5.462	  2.021	  1.949	 -5.090	  2.257	 -9.812	-12.258	  0.284	 -4.806	  0.528
       0:02.907	  0.451	 -4.730	 -5.551	  2.085	  1.984	 -5.188	  2.438	 -9.467	-12.170	  0.258	 -4.843	  0.444
       0:02.911	  0.480	 -4.683	 -5.533	  2.047	  1.990	 -5.155	  2.559	 -9.209	-12.046	  0.302	 -4.819	  0.426
       0:02.914	  0.552	 -4.569	 -5.490	  1.954	  2.005	 -5.077	  2.662	 -9.021	-11.918	  0.377	 -4.763	  0.456
       0:02.918	  0.575	 -4.546	 -5.490	  1.931	  2.016	 -5.065	  2.727	 -8.920	-11.859	  0.404	 -4.747	  0.459
       0:02.922	  0.588	 -4.552	 -5.510	  1.928	  2.033	 -5.078	  2.770	 -8.864	-11.840	  0.407	 -4.747	  0.444
       0:02.926	  0.686	 -4.482	 -5.538	  1.843	  2.095	 -5.057	  2.796	 -8.814	-11.819	  0.418	 -4.737	  0.446
       0:02.930	  0.717	 -4.425	 -5.511	  1.799	  2.098	 -5.015	  2.815	 -8.737	-11.775	  0.448	 -4.706	  0.472
       0:02.934	  0.636	 -4.451	 -5.456	  1.853	  2.029	 -5.000	  2.855	 -8.711	-11.752	  0.461	 -4.690	  0.487
       0:02.938	  0.729	 -4.479	 -5.577	  1.820	  2.136	 -5.075	  2.835	 -8.753	-11.791	  0.415	 -4.740	  0.440
       0:02.942	  0.789	 -4.557	 -5.716	  1.830	  2.235	 -5.183	  2.791	 -8.799	-11.858	  0.343	 -4.812	  0.364
       0:02.946	  0.801	 -4.547	 -5.717	  1.819	  2.242	 -5.180	  2.786	 -8.765	-11.843	  0.351	 -4.804	  0.376
       0:02.949	  0.874	 -4.436	 -5.680	  1.727	  2.260	 -5.105	  2.812	 -8.694	-11.786	  0.402	 -4.752	  0.433
       0:02.953	  0.861	 -4.461	 -5.691	  1.745	  2.260	 -5.123	  2.825	 -8.703	-11.792	  0.389	 -4.760	  0.428
       0:02.957	  0.619	 -4.690	 -5.678	  1.980	  2.132	 -5.230	  2.784	 -8.788	-11.866	  0.320	 -4.827	  0.350
       0:02.961	  0.551	 -4.747	 -5.667	  2.044	  2.092	 -5.253	  2.775	 -8.817	-11.886	  0.306	 -4.846	  0.317
       0:02.965	  0.552	 -4.768	 -5.690	  2.054	  2.105	 -5.276	  2.761	 -8.810	-11.894	  0.289	 -4.869	  0.302
       0:02.969	  0.536	 -4.766	 -5.672	  2.060	  2.087	 -5.266	  2.773	 -8.791	-11.889	  0.292	 -4.864	  0.322
       0:02.973	  0.575	 -4.696	 -5.641	  2.007	  2.092	 -5.216	  2.799	 -8.766	-11.856	  0.324	 -4.827	  0.356
       0:02.977	  0.613	 -4.626	 -5.608	  1.953	  2.093	 -5.163	  2.775	 -8.703	-11.810	  0.361	 -4.789	  0.386
       0:02.981	  0.613	 -4.572	 -5.554	  1.925	  2.067	 -5.109	  2.766	 -8.641	-11.761	  0.404	 -4.750	  0.428
       0:02.984	  0.600	 -4.562	 -5.531	  1.926	  2.049	 -5.093	  2.840	 -8.655	-11.760	  0.413	 -4.740	  0.446
       0:02.988	  0.657	 -4.605	 -5.631	  1.920	  2.127	 -5.165	  2.858	 -8.717	-11.814	  0.366	 -4.784	  0.402
       0:02.992	  0.686	 -4.619	 -5.675	  1.912	  2.163	 -5.194	  2.876	 -8.725	-11.835	  0.342	 -4.809	  0.371
       0:02.996	  0.681	 -4.598	 -5.649	  1.904	  2.149	 -5.170	  2.882	 -8.694	-11.814	  0.356	 -4.794	  0.392
       0:03.000	  0.706	 -4.580	 -5.655	  1.882	  2.163	 -5.165	  2.868	 -8.676	-11.804	  0.366	 -4.778	  0.407
       0:03.004	  0.745	 -4.560	 -5.675	  1.853	  2.193	 -5.165	  2.843	 -8.670	-11.799	  0.374	 -4.771	  0.408
       0:03.008	  0.758	 -4.539	 -5.667	  1.837	  2.196	 -5.150	  2.830	 -8.658	-11.784	  0.387	 -4.760	  0.415
       0:03.012	  0.752	 -4.520	 -5.641	  1.830	  2.180	 -5.127	  2.832	 -8.626	-11.761	  0.407	 -4.743	  0.433
       0:03.016	  0.757	 -4.505	 -5.631	  1.820	  2.176	 -5.114	  2.833	 -8.601	-11.750	  0.415	 -4.734	  0.441
       0:03.019	  0.765	 -4.475	 -5.609	  1.801	  2.170	 -5.090	  2.840	 -8.577	-11.737	  0.430	 -4.722	  0.454
       0:03.023	  0.768	 -4.472	 -5.609	  1.797	  2.172	 -5.088	  2.843	 -8.554	-11.727	  0.440	 -4.712	  0.462
       0:03.027	  0.757	 -4.493	 -5.619	  1.814	  2.172	 -5.103	  2.846	 -8.533	-11.722	  0.436	 -4.712	  0.454
       0:03.031	  0.742	 -4.503	 -5.614	  1.827	  2.162	 -5.106	  2.846	 -8.515	-11.717	  0.438	 -4.714	  0.449
       0:03.035	  0.752	 -4.497	 -5.618	  1.819	  2.168	 -5.105	  2.845	 -8.490	-11.709	  0.443	 -4.706	  0.456
       0:03.039	  0.755	 -4.475	 -5.600	  1.806	  2.160	 -5.085	  2.851	 -8.458	-11.693	  0.456	 -4.690	  0.471
       0:03.043	  0.752	 -4.467	 -5.588	  1.804	  2.154	 -5.075	  2.853	 -8.428	-11.686	  0.466	 -4.676	  0.479
       0:03.047	  0.760	 -4.464	 -5.593	  1.797	  2.160	 -5.075	  2.851	 -8.400	-11.683	  0.472	 -4.675	  0.479
       0:03.051	  0.773	 -4.430	 -5.572	  1.775	  2.155	 -5.047	  2.851	 -8.371	-11.670	  0.487	 -4.658	  0.492
       0:03.054	  0.789	 -4.395	 -5.554	  1.748	  2.155	 -5.021	  2.855	 -8.332	-11.652	  0.508	 -4.631	  0.520
       0:03.058	  0.806	 -4.368	 -5.542	  1.727	  2.157	 -5.002	  2.853	 -8.304	-11.642	  0.525	 -4.611	  0.539
       0:03.062	  0.825	 -4.345	 -5.539	  1.706	  2.165	 -4.989	  2.850	 -8.275	-11.632	  0.538	 -4.590	  0.557
       0:03.066	  0.838	 -4.325	 -5.533	  1.690	  2.168	 -4.975	  2.842	 -8.255	-11.627	  0.552	 -4.574	  0.572
       0:03.070	  0.843	 -4.304	 -5.516	  1.676	  2.163	 -4.958	  2.835	 -8.237	-11.621	  0.567	 -4.556	  0.585
       0:03.074	  0.853	 -4.279	 -5.502	  1.658	  2.160	 -4.938	  2.827	 -8.222	-11.613	  0.583	 -4.533	  0.608
       0:03.078	  0.855	 -4.252	 -5.475	  1.644	  2.149	 -4.910	  2.812	 -8.221	-11.609	  0.600	 -4.508	  0.632
       0:03.082	  0.873	 -4.208	 -5.449	  1.613	  2.144	 -4.876	  2.796	 -8.227	-11.616	  0.616	 -4.485	  0.657
       0:03.086	  0.882	 -4.176	 -5.428	  1.593	  2.139	 -4.850	  2.783	 -8.235	-11.618	  0.632	 -4.461	  0.685
       0:03.089	  0.887	 -4.158	 -5.415	  1.582	  2.134	 -4.833	  2.766	 -8.253	-11.626	  0.642	 -4.443	  0.703
       0:03.093	  0.895	 -4.124	 -5.389	  1.560	  2.126	 -4.804	  2.755	 -8.271	-11.629	  0.660	 -4.415	  0.724
       0:03.097	  0.904	 -4.093	 -5.366	  1.541	  2.118	 -4.776	  2.742	 -8.291	-11.629	  0.675	 -4.387	  0.740
       0:03.101	  0.899	 -4.080	 -5.348	  1.536	  2.106	 -4.761	  2.725	 -8.322	-11.636	  0.678	 -4.376	  0.761
       0:03.105	  0.904	 -4.083	 -5.356	  1.536	  2.113	 -4.766	  2.709	 -8.363	-11.655	  0.672	 -4.373	  0.760
       0:03.109	  0.913	 -4.078	 -5.361	  1.528	  2.121	 -4.766	  2.698	 -8.408	-11.667	  0.668	 -4.379	  0.763
       0:03.113	  0.915	 -4.064	 -5.348	  1.520	  2.114	 -4.753	  2.688	 -8.456	-11.678	  0.665	 -4.384	  0.783
       0:03.117	  0.882	 -4.075	 -5.327	  1.542	  2.088	 -4.748	  2.676	 -8.510	-11.696	  0.657	 -4.386	  0.786
       0:03.121	  0.866	 -4.069	 -5.304	  1.547	  2.069	 -4.734	  2.668	 -8.562	-11.706	  0.650	 -4.391	  0.778
       0:03.125	  0.868	 -4.083	 -5.320	  1.554	  2.077	 -4.748	  2.667	 -8.613	-11.722	  0.639	 -4.405	  0.761
       0:03.128	  0.832	 -4.147	 -5.348	  1.603	  2.074	 -4.794	  2.665	 -8.662	-11.742	  0.611	 -4.436	  0.735
       0:03.132	  0.814	 -4.180	 -5.363	  1.629	  2.072	 -4.819	  2.683	 -8.685	-11.737	  0.600	 -4.449	  0.727
       0:03.136	  0.864	 -4.147	 -5.381	  1.587	  2.106	 -4.810	  2.698	 -8.690	-11.722	  0.596	 -4.453	  0.722
       0:03.140	  0.985	 -4.064	 -5.418	  1.485	  2.185	 -4.788	  2.676	 -8.660	-11.681	  0.613	 -4.446	  0.725
       0:03.144	  1.057	 -4.038	 -5.464	  1.436	  2.243	 -4.797	  2.652	 -8.642	-11.657	  0.611	 -4.456	  0.717
       0:03.148	  0.966	 -4.141	 -5.475	  1.533	  2.204	 -4.855	  2.712	 -8.703	-11.696	  0.564	 -4.510	  0.670
       0:03.152	  0.853	 -4.258	 -5.480	  1.649	  2.150	 -4.917	  2.766	 -8.755	-11.739	  0.515	 -4.560	  0.626
       0:03.156	  0.792	 -4.307	 -5.469	  1.703	  2.114	 -4.935	  2.791	 -8.745	-11.739	  0.502	 -4.578	  0.608
       0:03.160	  0.636	 -4.480	 -5.485	  1.868	  2.044	 -5.029	  2.792	 -8.822	-11.797	  0.426	 -4.654	  0.529
       0:03.163	  0.492	 -4.647	 -5.508	  2.023	  1.984	 -5.124	  2.778	 -8.884	-11.856	  0.358	 -4.724	  0.456
       0:03.167	  0.490	 -4.636	 -5.495	  2.018	  1.975	 -5.113	  2.779	 -8.850	-11.837	  0.366	 -4.719	  0.462
       0:03.171	  0.623	 -4.592	 -5.583	  1.930	  2.087	 -5.134	  2.758	 -8.855	-11.845	  0.350	 -4.737	  0.467
       0:03.175	  0.739	 -4.541	 -5.649	  1.846	  2.176	 -5.142	  2.763	 -8.873	-11.853	  0.342	 -4.735	  0.487
       0:03.179	  0.761	 -4.498	 -5.629	  1.814	  2.178	 -5.111	  2.784	 -8.866	-11.833	  0.361	 -4.706	  0.503
       0:03.183	  0.776	 -4.477	 -5.623	  1.796	  2.183	 -5.096	  2.792	 -8.866	-11.828	  0.368	 -4.699	  0.458
       0:03.187	  0.817	 -4.449	 -5.636	  1.761	  2.209	 -5.090	  2.765	 -8.853	-11.820	  0.376	 -4.704	  0.435
       0:03.191	  0.881	 -4.404	 -5.654	  1.708	  2.250	 -5.075	  2.760	 -8.802	-11.799	  0.391	 -4.708	  0.495
       0:03.195	  0.706	 -4.538	 -5.613	  1.861	  2.142	 -5.123	  2.742	 -8.846	-11.837	  0.350	 -4.747	  0.480
       0:03.198	  0.544	 -4.708	 -5.621	  2.028	  2.065	 -5.211	  2.729	 -8.936	-11.904	  0.283	 -4.807	  0.405
       0:03.202	  0.495	 -4.760	 -5.624	  2.078	  2.042	 -5.239	  2.752	 -8.962	-11.922	  0.266	 -4.824	  0.377
       0:03.206	  0.508	 -4.714	 -5.592	  2.049	  2.033	 -5.199	  2.770	 -8.923	-11.891	  0.296	 -4.799	  0.404
       0:03.210	  0.598	 -4.590	 -5.557	  1.941	  2.060	 -5.121	  2.791	 -8.866	-11.842	  0.350	 -4.743	  0.461
       0:03.214	  0.685	 -4.502	 -5.556	  1.855	  2.103	 -5.075	  2.804	 -8.828	-11.804	  0.387	 -4.699	  0.500
       0:03.218	  0.668	 -4.544	 -5.582	  1.884	  2.108	 -5.109	  2.779	 -8.842	-11.820	  0.368	 -4.716	  0.484
       0:03.222	  0.703	 -4.534	 -5.606	  1.861	  2.137	 -5.118	  2.757	 -8.842	-11.830	  0.359	 -4.724	  0.475
       0:03.226	  0.781	 -4.469	 -5.619	  1.789	  2.183	 -5.092	  2.737	 -8.817	-11.820	  0.373	 -4.714	  0.485
       0:03.230	  0.817	 -4.431	 -5.618	  1.753	  2.201	 -5.072	  2.755	 -8.812	-11.809	  0.389	 -4.699	  0.498
       0:03.233	  0.792	 -4.418	 -5.580	  1.758	  2.170	 -5.046	  2.783	 -8.802	-11.792	  0.407	 -4.680	  0.518
       0:03.237	  0.796	 -4.373	 -5.538	  1.734	  2.150	 -5.002	  2.817	 -8.760	-11.766	  0.430	 -4.654	  0.546
       0:03.241	  0.864	 -4.275	 -5.508	  1.650	  2.170	 -4.938	  2.851	 -8.704	-11.721	  0.472	 -4.608	  0.590
       0:03.245	  0.886	 -4.283	 -5.538	  1.644	  2.194	 -4.958	  2.791	 -8.688	-11.717	  0.471	 -4.609	  0.582
       0:03.249	  0.822	 -4.384	 -5.575	  1.727	  2.181	 -5.026	  2.711	 -8.722	-11.753	  0.426	 -4.654	  0.538
       0:03.253	  0.580	 -4.596	 -5.546	  1.954	  2.046	 -5.118	  2.727	 -8.835	-11.824	  0.363	 -4.717	  0.479
       0:03.257	  0.353	 -4.810	 -5.533	  2.175	  1.926	 -5.219	  2.747	 -8.910	-11.897	  0.294	 -4.784	  0.412
       0:03.261	  0.492	 -4.708	 -5.569	  2.054	  2.013	 -5.185	  2.765	 -8.858	-11.874	  0.317	 -4.760	  0.436
       0:03.265	  0.693	 -4.554	 -5.616	  1.876	  2.137	 -5.132	  2.739	 -8.825	-11.843	  0.346	 -4.727	  0.466
